FileName,esoteric,esoteric_recover,esoteric_jsdec,esoteric_illu,esoteric_sd,esoteric_safe,fk,fk_recover,fk_jsdec,fk_illu,fk_sd,fk_safe
85388.js,-1.0,1.0,-1.0,-1.0,0.1397393236207338,-1.0,0.8510644963469901,1.0,0.5619514869490164,1.0,0.1397393236207338,0.7492686492653552
