FileName,esoteric,esoteric_recover,esoteric_jsdec,esoteric_illu,esoteric_sd,esoteric_safe,fk,fk_recover,fk_jsdec,fk_illu,fk_sd,fk_safe
13134.js,-1.0,1.0,-1.0,-1.0,0.2114722130550724,-1.0,0.7496578310876246,1.0,-1.0,0.8167395497118357,0.2114722130550724,-1.0
13201.js,-1.0,1.0,-1.0,-1.0,0.18682446746213965,-1.0,-1.0,1.0,-1.0,-1.0,0.18682446746213965,-1.0
13312.js,-1.0,1.0,-1.0,-1.0,0.15904855449750882,-1.0,0.8044489089669071,1.0,-1.0,1.0,0.15904855449750882,-1.0
13476.js,-1.0,1.0,-1.0,-1.0,0.17918432802946588,-1.0,1.0,1.0,-1.0,1.0,0.17918432802946588,-1.0
13501.js,-1.0,1.0,-1.0,-1.0,0.17918432802946588,-1.0,-1.0,1.0,-1.0,-1.0,0.17918432802946588,-1.0
13522.js,-1.0,1.0,-1.0,-1.0,0.17918432802946588,-1.0,-1.0,1.0,-1.0,-1.0,0.17918432802946588,-1.0
13554.js,-1.0,1.0,-1.0,-1.0,0.08633316946034313,-1.0,1.0,1.0,-1.0,1.0,0.08633316946034313,-1.0
13560.js,-1.0,1.0,-1.0,-1.0,0.17946978994062196,-1.0,-1.0,1.0,-1.0,-1.0,0.17946978994062196,-1.0
1363.js,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
13693.js,-1.0,1.0,-1.0,-1.0,0.20204270845206798,-1.0,1.0,1.0,-1.0,1.0,0.20204270845206798,-1.0
138.js,-1.0,1.0,-1.0,-1.0,0.43901965769808343,-1.0,0.9791891839638629,1.0,-1.0,-1.0,0.43901965769808343,-1.0
1407.js,-1.0,1.0,-1.0,-1.0,0.47370706844223887,-1.0,-1.0,1.0,-1.0,-1.0,0.47370706844223887,-1.0
14959.js,-1.0,1.0,-1.0,-1.0,0.04316658473017156,-1.0,1.0,1.0,-1.0,1.0,0.04316658473017156,0.4364357804719848
14977.js,-1.0,1.0,-1.0,-1.0,0.1076763804116331,-1.0,0.6614378277661476,1.0,-1.0,1.0,0.1076763804116331,-1.0
15193.js,-1.0,1.0,-1.0,-1.0,0.05710402407201607,-1.0,1.0,1.0,-1.0,1.0,0.05710402407201607,1.0
15741.js,-1.0,1.0,-1.0,-1.0,0.07122123116119197,-1.0,1.0,1.0,-1.0,1.0,0.07122123116119197,-1.0
15783.js,-1.0,1.0,-1.0,-1.0,0.07194430788361927,-1.0,1.0,1.0,-1.0,-1.0,0.07194430788361927,1.0
1590.js,-1.0,1.0,-1.0,-1.0,0.2893888265349628,-1.0,-1.0,1.0,-1.0,-1.0,0.2893888265349628,-1.0
1616.js,-1.0,1.0,-1.0,-1.0,0.5901446160858489,-1.0,-1.0,1.0,-1.0,-1.0,0.5901446160858489,-1.0
1689.js,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
17034.js,-1.0,1.0,-1.0,-1.0,0.05710402407201607,-1.0,-1.0,1.0,-1.0,-1.0,0.05710402407201607,-1.0
17041.js,-1.0,1.0,-1.0,-1.0,0.05710402407201607,-1.0,1.0,1.0,-1.0,1.0,0.05710402407201607,-1.0
17294.js,-1.0,1.0,-1.0,-1.0,0.08731808887763519,-1.0,0.917463421851129,1.0,-1.0,1.0,0.08731808887763519,-1.0
17302.js,-1.0,1.0,-1.0,-1.0,0.04662524041201569,-1.0,1.0,1.0,-1.0,1.0,0.04662524041201569,-1.0
17395.js,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
17569.js,-1.0,1.0,-1.0,-1.0,0.017025130615174973,-1.0,1.0,1.0,-1.0,1.0,0.017025130615174973,-1.0
1798.js,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
1804.js,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
1836.js,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
18831.js,-1.0,1.0,-1.0,-1.0,0.35543078792335064,-1.0,0.9638470180033012,1.0,-1.0,1.0,0.35543078792335064,0.9155096366160446
18884.js,-1.0,1.0,-1.0,-1.0,0.35404494924649965,-1.0,0.9656226926010073,1.0,-1.0,1.0,0.35404494924649965,0.9195132338123054
18887.js,-1.0,1.0,-1.0,-1.0,0.35200244872120406,-1.0,0.9652816516762269,1.0,-1.0,1.0,0.35200244872120406,0.9415838181383995
1891.js,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
19194.js,-1.0,1.0,-1.0,-1.0,0.19048769231433846,-1.0,0.9456108576893003,1.0,-1.0,1.0,0.19048769231433846,-1.0
19199.js,-1.0,1.0,-1.0,-1.0,0.3117191964440901,-1.0,0.8714204019005981,1.0,-1.0,1.0,0.3117191964440901,-1.0
19250.js,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
19689.js,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
19742.js,-1.0,1.0,-1.0,-1.0,0.12670245343199008,-1.0,1.0,1.0,-1.0,1.0,0.12670245343199008,0.5547001962252291
19764.js,-1.0,1.0,-1.0,-1.0,0.26776202996099363,-1.0,-1.0,1.0,-1.0,-1.0,0.26776202996099363,-1.0
1988.js,-1.0,1.0,-1.0,-1.0,0.40585712616692476,-1.0,0.9955697714636369,1.0,-1.0,1.0,0.40585712616692476,-1.0
19942.js,-1.0,1.0,-1.0,-1.0,0.2599350243648482,-1.0,0.9355583341255231,1.0,-1.0,0.9355583341255231,0.2599350243648482,0.8631766282897236
19970.js,-1.0,1.0,-1.0,-1.0,0.21210066083891685,-1.0,-1.0,1.0,-1.0,-1.0,0.21210066083891685,-1.0
19974.js,-1.0,1.0,-1.0,-1.0,0.33305747210199377,-1.0,0.9653633930282663,1.0,-1.0,0.9740603605330255,0.33305747210199377,0.9446324065374986
20055.js,-1.0,1.0,-1.0,-1.0,0.26648544566940835,-1.0,1.0,1.0,-1.0,1.0,0.26648544566940835,0.926302172234155
20087.js,-1.0,1.0,-1.0,-1.0,0.25772277116069553,-1.0,-1.0,1.0,-1.0,-1.0,0.25772277116069553,-1.0
20200.js,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
2023.js,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
20278.js,-1.0,1.0,-1.0,-1.0,0.03806934938134405,-1.0,1.0,1.0,-1.0,1.0,0.03806934938134405,-1.0
20351.js,-1.0,1.0,-1.0,-1.0,0.126922232354205,-1.0,0.8320502943378437,1.0,-1.0,-1.0,0.126922232354205,-1.0
20358.js,-1.0,1.0,-1.0,-1.0,0.14388861576723855,-1.0,1.0,1.0,-1.0,0.7566444492037343,0.14388861576723855,-1.0
2039.js,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
20447.js,-1.0,1.0,-1.0,-1.0,0.16750513727791383,-1.0,0.9237604307034012,1.0,-1.0,1.0,0.16750513727791383,0.9237604307034012
20458.js,-1.0,1.0,-1.0,-1.0,0.2054377162259489,-1.0,0.8994012224377722,1.0,-1.0,1.0,0.2054377162259489,0.8308675641104959
20473.js,-1.0,1.0,-1.0,-1.0,0.2054377162259489,-1.0,-1.0,1.0,-1.0,-1.0,0.2054377162259489,-1.0
20481.js,-1.0,1.0,-1.0,-1.0,0.2054377162259489,-1.0,0.8994012224377722,1.0,-1.0,1.0,0.2054377162259489,0.8994012224377722
20524.js,-1.0,1.0,-1.0,-1.0,0.15322617553657475,-1.0,1.0,1.0,-1.0,1.0,0.15322617553657475,1.0
20688.js,-1.0,1.0,-1.0,-1.0,0.26390913801210825,-1.0,0.971927392937794,1.0,-1.0,1.0,0.26390913801210825,-1.0
2096.js,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
21.js,-1.0,1.0,-1.0,-1.0,0.33746388082265427,-1.0,-1.0,1.0,-1.0,-1.0,0.33746388082265427,-1.0
2101.js,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
21166.js,-1.0,1.0,-1.0,-1.0,0.23008600120796813,-1.0,1.0,1.0,-1.0,-1.0,0.23008600120796813,0.24282146558931603
2122.js,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
2125.js,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
21279.js,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
21552.js,-1.0,1.0,-1.0,-1.0,0.23574681237784278,-1.0,1.0,1.0,-1.0,1.0,0.23574681237784278,0.9478411467100529
21674.js,-1.0,1.0,-1.0,-1.0,0.10151826501691746,-1.0,1.0,1.0,-1.0,1.0,0.10151826501691746,1.0
21744.js,-1.0,1.0,-1.0,-1.0,0.1318760946791574,-1.0,1.0,1.0,-1.0,-1.0,0.1318760946791574,1.0
21789.js,-1.0,1.0,-1.0,-1.0,0.10151826501691746,-1.0,1.0,1.0,-1.0,1.0,0.10151826501691746,1.0
218.js,-1.0,1.0,-1.0,-1.0,0.6254017005375149,-1.0,0.9733615440031307,1.0,-1.0,-1.0,0.6254017005375149,-1.0
21808.js,-1.0,1.0,-1.0,-1.0,0.10151826501691746,-1.0,1.0,1.0,-1.0,1.0,0.10151826501691746,1.0
22074.js,-1.0,1.0,-1.0,-1.0,0.3290546651011025,-1.0,1.0,1.0,-1.0,1.0,0.3290546651011025,0.9467292624062575
22080.js,-1.0,1.0,-1.0,-1.0,0.2832535227310243,-1.0,1.0,1.0,-1.0,0.9942362632324556,0.2832535227310243,0.9661586475831707
22366.js,-1.0,1.0,-1.0,-1.0,0.18324851568672418,-1.0,1.0,1.0,-1.0,0.9895285072531598,0.18324851568672418,-1.0
22499.js,-1.0,1.0,-1.0,-1.0,0.24174061031226587,-1.0,0.9451456227158638,1.0,-1.0,1.0,0.24174061031226587,-1.0
22516.js,-1.0,1.0,-1.0,-1.0,0.26592327067279803,-1.0,0.9626907371412557,1.0,-1.0,1.0,0.26592327067279803,0.2829125760578692
22586.js,-1.0,1.0,-1.0,-1.0,0.22322066933590978,-1.0,0.9131425765341167,1.0,-1.0,1.0,0.22322066933590978,-1.0
22601.js,-1.0,1.0,-1.0,-1.0,0.18855767604356738,-1.0,1.0,1.0,-1.0,1.0,0.18855767604356738,-1.0
23434.js,-1.0,1.0,-1.0,-1.0,0.1395876143982615,-1.0,0.8179128813519698,1.0,-1.0,0.9863939238321437,0.1395876143982615,-1.0
23633.js,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
23660.js,-1.0,1.0,-1.0,-1.0,0.06216698721602092,-1.0,1.0,1.0,-1.0,1.0,0.06216698721602092,-1.0
23866.js,-1.0,1.0,-1.0,-1.0,0.06216698721602092,-1.0,1.0,1.0,-1.0,1.0,0.06216698721602092,-1.0
23895.js,-1.0,1.0,-1.0,-1.0,0.06216698721602092,-1.0,1.0,1.0,-1.0,1.0,0.06216698721602092,-1.0
23938.js,-1.0,1.0,-1.0,-1.0,0.12943578789656976,-1.0,1.0,1.0,-1.0,-1.0,0.12943578789656976,-1.0
24171.js,-1.0,1.0,-1.0,-1.0,0.12670245343199008,-1.0,1.0,1.0,-1.0,-1.0,0.12670245343199008,-1.0
24176.js,-1.0,1.0,-1.0,-1.0,0.16669816967548534,-1.0,0.917463421851129,1.0,-1.0,-1.0,0.16669816967548534,-1.0
24270.js,-1.0,1.0,-1.0,-1.0,0.34466967988529423,-1.0,-1.0,1.0,-1.0,-1.0,0.34466967988529423,-1.0
24292.js,-1.0,1.0,-1.0,-1.0,0.1278657017388143,-1.0,-1.0,1.0,-1.0,-1.0,0.1278657017388143,-1.0
24340.js,-1.0,1.0,-1.0,-1.0,0.10330506647252728,-1.0,1.0,1.0,-1.0,1.0,0.10330506647252728,0.8058229640253802
24347.js,-1.0,1.0,-1.0,-1.0,0.18526991874495444,-1.0,0.901127113779166,1.0,-1.0,1.0,0.18526991874495444,0.8463889584616803
24371.js,-1.0,1.0,-1.0,-1.0,0.19034674690672027,-1.0,0.9073928715621605,1.0,-1.0,0.9863939238321437,0.19034674690672027,0.8959786703810408
24432.js,-1.0,1.0,-1.0,-1.0,0.3159755998651556,-1.0,0.9609690621771018,1.0,-1.0,1.0,0.3159755998651556,0.893582993368683
24438.js,-1.0,1.0,-1.0,-1.0,0.24174061031226587,-1.0,0.9451456227158638,1.0,-1.0,0.9838709677419355,0.24174061031226587,0.8731258731263096
24506.js,-1.0,1.0,-1.0,-1.0,0.1476465946380497,-1.0,-1.0,1.0,-1.0,-1.0,0.1476465946380497,-1.0
24615.js,-1.0,1.0,-1.0,-1.0,0.2549362738962934,-1.0,-1.0,1.0,-1.0,-1.0,0.2549362738962934,-1.0
24860.js,-1.0,1.0,-1.0,-1.0,0.4946673838998322,-1.0,-1.0,1.0,-1.0,-1.0,0.4946673838998322,-1.0
24862.js,-1.0,1.0,-1.0,-1.0,0.5566241299408297,-1.0,-1.0,1.0,-1.0,-1.0,0.5566241299408297,-1.0
24907.js,-1.0,1.0,-1.0,-1.0,0.2508719583497341,-1.0,-1.0,1.0,-1.0,-1.0,0.2508719583497341,-1.0
24913.js,-1.0,1.0,-1.0,-1.0,0.4101497967635997,-1.0,0.9877633300078634,1.0,-1.0,1.0,0.4101497967635997,-1.0
2496.js,-1.0,1.0,-1.0,-1.0,0.09421683286017897,-1.0,1.0,1.0,-1.0,1.0,0.09421683286017897,1.0
24988.js,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
25001.js,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
26383.js,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
26398.js,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
26541.js,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
2656.js,-1.0,1.0,-1.0,-1.0,0.20239402624208683,-1.0,1.0,1.0,-1.0,1.0,0.20239402624208683,0.9304083928170915
27178.js,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
27182.js,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
27247.js,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
27258.js,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
27353.js,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
27441.js,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
27443.js,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
28688.js,-1.0,1.0,-1.0,-1.0,0.21859282926346815,-1.0,0.9070618468604282,1.0,-1.0,1.0,0.21859282926346815,0.7864569727627236
28808.js,-1.0,1.0,-1.0,-1.0,0.21859282926346815,-1.0,0.9070618468604282,1.0,-1.0,1.0,0.21859282926346815,0.7864569727627236
29258.js,-1.0,1.0,-1.0,-1.0,0.21859282926346815,-1.0,0.9070618468604282,1.0,-1.0,1.0,0.21859282926346815,0.7864569727627236
29491.js,-1.0,1.0,-1.0,-1.0,0.48230045392710663,-1.0,0.9674796892713264,1.0,-1.0,-1.0,0.48230045392710663,0.8544778817097174
29533.js,-1.0,1.0,-1.0,-1.0,0.22841609628806428,-1.0,0.9053394738630268,1.0,-1.0,1.0,0.22841609628806428,0.8040302522073697
29651.js,-1.0,1.0,-1.0,-1.0,0.21859282926346815,-1.0,0.9070618468604282,1.0,-1.0,1.0,0.21859282926346815,0.7864569727627236
29913.js,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
300.js,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
30403.js,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
3062.js,-1.0,1.0,-1.0,-1.0,0.11191907753901595,-1.0,1.0,1.0,-1.0,1.0,0.11191907753901595,1.0
30876.js,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
30894.js,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
320.js,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
32279.js,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
32369.js,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
32556.js,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
32745.js,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
32843.js,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
32846.js,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
33031.js,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
3354.js,-1.0,1.0,-1.0,-1.0,0.10151826501691746,-1.0,1.0,1.0,-1.0,1.0,0.10151826501691746,1.0
337.js,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
34209.js,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
34522.js,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
34526.js,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
34553.js,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
34631.js,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
34651.js,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
34903.js,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
34947.js,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
35829.js,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
36516.js,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
3659.js,-1.0,1.0,-1.0,-1.0,0.08633316946034313,-1.0,1.0,1.0,-1.0,1.0,0.08633316946034313,1.0
3718.js,-1.0,1.0,-1.0,-1.0,0.07645528515426074,-1.0,1.0,1.0,-1.0,1.0,0.07645528515426074,1.0
37277.js,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
37699.js,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
38411.js,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
38607.js,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
38617.js,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
38815.js,-1.0,1.0,-1.0,-1.0,0.21859282926346815,-1.0,0.9070618468604282,1.0,-1.0,1.0,0.21859282926346815,0.7864569727627236
38970.js,-1.0,1.0,-1.0,-1.0,0.21859282926346815,-1.0,0.9070618468604282,1.0,-1.0,1.0,0.21859282926346815,0.7864569727627236
39287.js,-1.0,1.0,-1.0,-1.0,0.48230045392710663,-1.0,0.9674796892713264,1.0,-1.0,-1.0,0.48230045392710663,0.8544778817097174
