FileName,rename_unweighted,jsjiami_unweighted,jsjiami_recover_unweighted
86060.js,1.0,1.3333333333333333,1.0
86065.js,1.0,1.6,1.0
86142.js,-1.0,-1.0,-1.0
86222.js,-1.0,-1.0,-1.0
86243.js,-1.0,-1.0,-1.0
86282.js,-1.0,-1.0,-1.0
86298.js,-1.0,-1.0,-1.0
86313.js,-1.0,-1.0,-1.0
86374.js,-1.0,-1.0,-1.0
86416.js,-1.0,-1.0,-1.0
86436.js,1.0,2.5,1.0
86441.js,-1.0,-1.0,-1.0
86484.js,-1.0,-1.0,-1.0
86504.js,1.0,1.0,-1.0
86507.js,1.0,2.5,1.0
86511.js,-1.0,-1.0,-1.0
86550.js,-1.0,-1.0,-1.0
86633.js,-1.0,-1.0,-1.0
86715.js,1.0,2.5,1.0
86735.js,1.0,1.75,1.0
86737.js,-1.0,-1.0,-1.0
86832.js,1.0,1.375,1.0
86834.js,-1.0,-1.0,-1.0
8684.js,-1.0,-1.0,-1.0
86904.js,-1.0,-1.0,-1.0
86969.js,1.0,1.5,1.0
87389.js,1.0,4.0,1.0
87524.js,-1.0,-1.0,-1.0
87656.js,-1.0,-1.0,-1.0
87741.js,1.0,2.5,1.0
87771.js,-1.0,-1.0,-1.0
87950.js,1.0,2.5,1.0
87981.js,-1.0,-1.0,-1.0
88026.js,1.0,4.0,-1.0
88048.js,-1.0,-1.0,-1.0
88276.js,-1.0,-1.0,-1.0
88338.js,1.0,2.0,1.0
8835.js,-1.0,-1.0,-1.0
88368.js,1.0,1.2727272727272727,1.0
88465.js,-1.0,-1.0,-1.0
88546.js,-1.0,-1.0,-1.0
88562.js,1.0,1.375,-1.0
88593.js,-1.0,-1.0,-1.0
88669.js,1.0,2.0,1.0
88800.js,1.0,1.4285714285714286,-1.0
88889.js,1.0,2.0,-1.0
8919.js,-1.0,-1.0,-1.0
89498.js,-1.0,-1.0,-1.0
89559.js,1.0,4.0,1.0
898.js,-1.0,-1.0,-1.0
89812.js,-1.0,-1.0,-1.0
90125.js,-1.0,-1.0,-1.0
90247.js,-1.0,-1.0,-1.0
90423.js,-1.0,-1.0,-1.0
90882.js,-1.0,-1.0,-1.0
90957.js,-1.0,-1.0,-1.0
90997.js,1.0,2.5,1.0
91037.js,-1.0,-1.0,-1.0
91212.js,-1.0,-1.0,-1.0
91294.js,-1.0,-1.0,-1.0
91329.js,-1.0,-1.0,-1.0
91361.js,-1.0,-1.0,-1.0
91446.js,1.0,2.0,1.0
91641.js,-1.0,-1.0,-1.0
91654.js,-1.0,-1.0,-1.0
91677.js,1.0,1.6,1.0
92077.js,1.0,1.6,-1.0
92320.js,-1.0,-1.0,-1.0
92366.js,-1.0,-1.0,-1.0
92546.js,1.0,1.4285714285714286,-1.0
9261.js,-1.0,-1.0,-1.0
93086.js,-1.0,-1.0,-1.0
93155.js,-1.0,-1.0,-1.0
93297.js,-1.0,-1.0,-1.0
933.js,-1.0,-1.0,-1.0
93316.js,-1.0,-1.0,-1.0
93418.js,-1.0,-1.0,-1.0
93590.js,-1.0,-1.0,-1.0
93597.js,-1.0,-1.0,-1.0
9375.js,-1.0,-1.0,-1.0
93824.js,1.0,1.0731707317073171,-1.0
93974.js,-1.0,-1.0,-1.0
93975.js,-1.0,-1.0,-1.0
93979.js,1.0,1.3333333333333333,-1.0
94051.js,1.0,1.0555555555555556,-1.0
94154.js,-1.0,-1.0,-1.0
94197.js,-1.0,-1.0,-1.0
94320.js,1.0,4.0,1.0
94743.js,-1.0,-1.0,-1.0
94926.js,-1.0,-1.0,-1.0
94937.js,1.0,1.4285714285714286,1.0
95121.js,1.0,4.0,-1.0
95176.js,-1.0,-1.0,-1.0
95177.js,1.0,4.0,-1.0
95188.js,1.0,4.0,1.0
95192.js,-1.0,-1.0,-1.0
95219.js,-1.0,-1.0,-1.0
95239.js,1.0,4.0,-1.0
95281.js,-1.0,-1.0,-1.0
95304.js,1.0,4.0,1.0
95405.js,-1.0,-1.0,-1.0
95435.js,-1.0,-1.0,-1.0
95511.js,1.0,1.1764705882352942,1.0
95523.js,-1.0,-1.0,-1.0
95572.js,-1.0,-1.0,-1.0
95679.js,-1.0,-1.0,-1.0
95694.js,-1.0,-1.0,-1.0
95721.js,-1.0,-1.0,-1.0
95745.js,1.0,4.0,1.0
95768.js,1.0,4.0,-1.0
9587.js,-1.0,-1.0,-1.0
95904.js,-1.0,-1.0,-1.0
95931.js,-1.0,-1.0,-1.0
95998.js,-1.0,-1.0,-1.0
96010.js,1.0,1.5,1.0
96081.js,-1.0,-1.0,-1.0
96123.js,-1.0,-1.0,-1.0
96227.js,-1.0,-1.0,-1.0
96231.js,-1.0,-1.0,-1.0
9627.js,-1.0,-1.0,-1.0
96273.js,-1.0,-1.0,-1.0
96286.js,1.0,1.6,1.0
9633.js,-1.0,-1.0,-1.0
96349.js,-1.0,-1.0,-1.0
96402.js,-1.0,-1.0,-1.0
96412.js,1.0,1.5,1.0
96460.js,1.0,1.6,1.0
96628.js,-1.0,-1.0,-1.0
96629.js,-1.0,-1.0,-1.0
96632.js,-1.0,-1.0,-1.0
96733.js,-1.0,-1.0,-1.0
96992.js,1.0,1.75,-1.0
97008.js,-1.0,-1.0,-1.0
97015.js,-1.0,-1.0,-1.0
97018.js,-1.0,-1.0,-1.0
97023.js,1.0,1.4285714285714286,1.0
97154.js,1.0,2.5,1.0
97238.js,-1.0,-1.0,-1.0
97548.js,-1.0,-1.0,-1.0
97844.js,-1.0,-1.0,-1.0
97865.js,-1.0,-1.0,-1.0
97887.js,-1.0,-1.0,-1.0
97965.js,-1.0,-1.0,-1.0
97966.js,1.0,1.3333333333333333,1.0
97999.js,1.0,1.75,1.0
9814.js,1.0,4.0,1.0
98376.js,-1.0,-1.0,-1.0
98573.js,-1.0,-1.0,-1.0
98605.js,1.0,1.4285714285714286,1.0
98660.js,-1.0,-1.0,-1.0
98837.js,-1.0,-1.0,-1.0
98850.js,-1.0,-1.0,-1.0
98858.js,-1.0,-1.0,-1.0
98878.js,-1.0,-1.0,-1.0
98893.js,1.0,1.5,1.0
98898.js,1.0,1.375,1.0
98963.js,-1.0,-1.0,-1.0
99018.js,1.0,1.3333333333333333,-1.0
99031.js,1.0,1.4285714285714286,-1.0
99032.js,1.0,1.2727272727272727,-1.0
99044.js,1.0,1.3,-1.0
99092.js,-1.0,-1.0,-1.0
99152.js,-1.0,-1.0,-1.0
99502.js,1.0,2.5,1.0
9958.js,1.0,4.0,1.0
99611.js,1.0,1.1764705882352942,-1.0
99759.js,-1.0,-1.0,-1.0
99805.js,-1.0,-1.0,-1.0
99912.js,-1.0,-1.0,-1.0
