FileName,rename_unweighted,jsjiami_unweighted,jsjiami_recover_unweighted_old,jsjiami_recover_unweighted,,,
65545.js,0,0.2,0.6,0.4,,,
6566.js,0,2,0,0,,,
65663.js,0,0.642857143,0.785714286,0.785714286,,,
65828.js,0,2,0,0,,,
6586.js,0,2,0,0,,,
65949.js,0,1,0,0,,,
66144.js,0,2,0.5,0,,,
66199.js,0,0.416666667,0.833333333,0.75,,,
66225.js,0,0.166666667,0.5,0.5,,,
66260.js,0,0.5,0.611111111,0.611111111,,,
66323.js,0,0.333333333,0.111111111,0.111111111,,,
66363.js,0,0.428571429,0.285714286,0.142857143,,,
66365.js,0,0.4,0.4,0.4,,,
66377.js,0,0.5,0.166666667,0.333333333,,,
66394.js,0,1,0.25,0,,,
66399.js,0,0.75,0.75,0.25,,,
66479.js,0,2,0,0.5,,,
66502.js,0,2,0,0.5,,,
66894.js,0,3,0,0,,,
67717.js,0,2,0,0,,,
67724.js,0,3,0,0,,,
67737.js,0,1,0.5,0.5,,,
67894.js,0,2,0.5,0.5,,,
67918.js,0,2,0.5,0,,,
68040.js,0,0.333333333,0.666666667,0.666666667,,,
6806.js,0,0,0.428571429,0.428571429,,,
68139.js,0,2,0,0,,,
68297.js,0,3,0,0,,,
68647.js,0,0.666666667,0.916666667,0.916666667,,,
68706.js,0,1,0.5,0.5,,,
68856.js,0,1.5,1,0.5,,,
69433.js,0,3,0,0,,,
69578.js,0,0.333333333,0.666666667,0.666666667,,,
69705.js,0,2,0,0,,,
69826.js,0,3,0,0,,,
70158.js,0,3,0,0,,,
70346.js,0,0.2,0.4,0.4,,,
70353.js,0,3,0,0,,,
70745.js,0,3,0,0,,,
70748.js,0,3,0,0,,,
7091.js,0.5,1.5,1,0,,,
71056.js,0,3,0,0,,,
7124.js,0,0.142857143,0.285714286,0.285714286,,,
71310.js,0,2,0,0,,,
71371.js,0,3,0,0,,,
7156.js,0,3,0,0,,,
7167.js,0,3,0,0,,,
71716.js,0,0.210526316,0.052631579,0,,,
71739.js,0,3,0,0,,,
71855.js,0,1,0,0,,,
72068.js,0,1,0.5,0.5,,,
72137.js,0,0.428571429,0.714285714,0.714285714,,,
72227.js,0,0.105263158,0.210526316,0.210526316,,,
72273.js,0,0.529411765,0.764705882,0.823529412,,,
72470.js,0,1.333333333,0,0,,,
72620.js,0,3,0,0,,,
72841.js,0,1,0.25,0,,,
72930.js,0,3,0,0,,,
72949.js,0,1,0.5,0.5,,,
72951.js,0,3,0,0,,,
72989.js,0,3,0,0,,,
73243.js,0,1,0.333333333,0,,,
73244.js,0,0.5,0.5,0.25,,,
7325.js,0,1,0.333333333,0.333333333,,,
73432.js,0,2,0,0,,,
73442.js,0,1,0.5,0.5,,,
73506.js,0,1.5,0,0.5,,,
738.js,0,1,0,0.333333333,,,
74079.js,0.5,1.5,1,1,,,
74119.js,0.5,1.5,1,0,,,
74363.js,0,0.142857143,0.285714286,0.428571429,,,
77100.js,0.5,1.5,1,1,,,
7745.js,0,0,0.307692308,0.230769231,,,
7775.js,0,3,0,0,,,
79736.js,0,3,0,0,,,
79754.js,0,0.008368201,0.025104603,0.025104603,,,
79783.js,0,0.4,0.4,0.2,,,
79806.js,0,0.083333333,0.333333333,0.25,,,
79827.js,0,0.428571429,0.142857143,0.142857143,,,
79855.js,0,0.555555556,0.722222222,0.777777778,,,
79897.js,0,0.25,0.125,0.125,,,
79935.js,0,0.25,0.125,0.25,,,
79940.js,0,2,0,0.5,,,
80024.js,0,3,0,0,,,
80045.js,0,0.327433628,0.339233038,0.339233038,,,
80055.js,0,0.1,0.3,0.4,,,
80121.js,0,1,0,0.333333333,,,
80761.js,0,2,0.5,0,,,
80781.js,0,1,0.333333333,0.333333333,,,
81210.js,0,0.2,0.8,0.8,,,
81329.js,0,0.3,0.7,0.7,,,
81381.js,0,0.333333333,0.777777778,0.777777778,,,
81439.js,0,0.5,0.25,0.25,,,
81520.js,0,0.2,0.6,0.6,,,
81524.js,0,0,0.666666667,0.5,,,
81531.js,0,0.333333333,0.666666667,0.666666667,,,
81543.js,0,0.4,0.8,0.7,,,
81582.js,0,0.5,0.25,0.25,,,
81583.js,0,2,0.5,0.5,,,
82079.js,0,0.142857143,0.714285714,0.571428571,,,
82121.js,0,0.2,0.6,0.6,,,
82363.js,0,0.142857143,0.571428571,0.571428571,,,
82367.js,0,0.2,0.4,0.4,,,
82430.js,0,0.142857143,0.571428571,0.714285714,,,
82492.js,0,0.25,0.75,0.625,,,
82510.js,0,0.142857143,0.714285714,0.571428571,,,
82540.js,0,0.2,0.4,0.6,,,
82642.js,0,0,0.5,0.666666667,,,
82701.js,0,0.125,0.5,0.625,,,
82739.js,0,0.5,0.785714286,0.785714286,,,
82803.js,0,2,0.5,0,,,
82835.js,0,2,0,0,,,
82848.js,0,1,0.666666667,0.333333333,,,
82877.js,0,2,0,0,,,
82921.js,0,0.8,0.2,0.2,,,
82945.js,0,1.333333333,0.333333333,0,,,
82951.js,0,2,0.5,0,,,
82964.js,0,2,0.5,0,,,
83022.js,0,1.333333333,0,0,,,
83042.js,0,1.5,0,0.5,,,
83089.js,0,0.75,0.5,0.5,,,
83096.js,0,0.181818182,0.545454545,0.545454545,,,
83152.js,0,2,0.5,0.5,,,
83154.js,0,2,0,0.5,,,
83197.js,0,2,0,0,,,
83217.js,0,2,0.5,0.5,,,
83287.js,0,2,0.5,0,,,
83302.js,0,2,0.5,0.5,,,
83401.js,0,2,0.5,0,,,
83433.js,0,2,0,0,,,
83466.js,0,2,0,0.5,,,
83488.js,0,2,0.5,0.5,,,
83510.js,0,2,0,0.5,,,
83524.js,0,2,0,0.5,,,
83553.js,0,2,0,0.5,,,
83582.js,0,2,0,0,,,
83602.js,0,2,0,0.5,,,
83628.js,0,2,0.5,0.5,,,
83697.js,0,2,0.5,0,,,
83708.js,0,2,0,0.5,,,
83724.js,0,2,0,0.5,,,
83803.js,0,2,0.5,0.5,,,
83869.js,0,0.090909091,0.272727273,0.272727273,,,
83881.js,0,0.6,0,0,,,
83941.js,0,1.5,0.5,0,,,
84008.js,0,0.75,0.25,0.5,,,
84067.js,0,0.4,0.733333333,0.666666667,,,
84075.js,0,1,0.333333333,0.333333333,,,
84248.js,0,0.693877551,0.755102041,0.775510204,,,
84253.js,0,0.693877551,0.755102041,0.755102041,,,
84651.js,0,2,0,0,,,
84966.js,0,0.090909091,0.454545455,0.454545455,,,
84997.js,0,0.75,0.25,0.25,,,
85263.js,0,1.5,0.5,0,,,
85375.js,0,0.666666667,0.888888889,0.833333333,,,
85565.js,0,0.142857143,0.571428571,0.714285714,,,
85601.js,0,0,0.5,0.666666667,,,
85630.js,0,2,0.5,0.5,,,
85675.js,0,2,0,0,,,
85769.js,0,1,0.333333333,0,,,
85776.js,0,1,0.333333333,0.666666667,,,
85945.js,0,0.666666667,0.666666667,0.333333333,,,
86050.js,0,0.2,0.6,0.4,,,
86052.js,0,1,0.333333333,0.333333333,,,
86060.js,0,0.333333333,0.666666667,0.666666667,,,
86065.js,0,0.2,0.6,0.4,,,
86142.js,0,0.333333333,0.777777778,0.777777778,,,
86222.js,0,0.625,0.875,0.875,,,
86243.js,0,0.5,0.75,0.833333333,,,
86282.js,0,0.142857143,0.714285714,0.571428571,,,
86298.js,0,1,0,0,,,
86313.js,0,0.538461538,0.846153846,0.769230769,,,
86374.js,0,2,0.5,0,,,
86416.js,0,1,0.333333333,0,,,
86436.js,0,2,0,0.5,,,
86441.js,0,1.5,0.5,0.5,,,
86484.js,0,1,0.333333333,0,,,
86504.js,0,2,0,0,,,
86507.js,0,2,0.5,0,,,
86511.js,0,0.666666667,0.666666667,0.333333333,,,
86550.js,0,0.125,0.25,0.25,,,
86633.js,0,0.4,0.8,0.7,,,
86715.js,0,2,0.5,0,,,
86735.js,0,0.5,0.25,0.5,,,
86737.js,0,2,0.5,0.5,,,
86832.js,0,0.25,0.75,0.75,,,
86834.js,0,0.8125,0.9375,0.90625,,,
8684.js,0,3,0,0,,,
86904.js,0,0.833333333,0.916666667,0.916666667,,,
86969.js,0,0.333333333,0.166666667,0.166666667,,,
87389.js,0,3,0,0,,,
87524.js,0,0.5,0.166666667,0.166666667,,,
87741.js,0,2,0,0.5,,,
87950.js,0,1,0.5,0.5,,,
88026.js,0,2,0,0,,,
88276.js,0,1,0.5,0.5,,,
88338.js,0,0.333333333,0.666666667,0.666666667,,,
88368.js,0,0.090909091,0.181818182,0.181818182,,,
88465.js,0,0.125,0.5,0.5,,,
88546.js,0,3,0,0,,,
88562.js,0,0,0.5,0.375,,,
88593.js,0,0.166666667,0.333333333,0.333333333,,,
88669.js,0,0.333333333,0.666666667,0.666666667,,,
88889.js,0,1,0,0,,,
8919.js,0,2,0,0,,,
89559.js,0,3,0,0,,,
90125.js,0,3,0,0,,,
90423.js,0,2,0.5,0,,,
90882.js,0,0.230769231,0.346153846,0.346153846,,,
90957.js,0,0.6,0,0.2,,,
90997.js,0,2,0.5,0.5,,,
91037.js,0,0.1,0.1,0.1,,,
91446.js,0,1,0,0,,,
91641.js,0,0.1,0.4,0.4,,,
91654.js,0,0.272727273,0.636363636,0.545454545,,,
91677.js,0,0.2,0.4,0.4,,,
92077.js,0,0.8,0.2,0,,,
92320.js,0,1.333333333,0,0.333333333,,,
92366.js,0,0.5,0.785714286,0.857142857,,,
92546.js,0,0.142857143,0.428571429,0.571428571,,,
93418.js,0,0.684210526,0.842105263,0.789473684,,,
93597.js,0,3,0,0,,,
93824.js,0,0.853658537,0.951219512,0.951219512,,,
93974.js,0,0.454545455,0.636363636,0.727272727,,,
93975.js,0,0.4,0.6,0.6,,,
93979.js,0,0.333333333,0.555555556,0.666666667,,,
94051.js,0,0.888888889,0.944444444,0.925925926,,,
94154.js,0,2,0,0,,,
94197.js,0,0.166666667,0.5,0.333333333,,,
94320.js,0,2,0,0,,,
94926.js,0,0.6,0.2,0,,,
94937.js,0,0.142857143,0.571428571,0.714285714,,,
95121.js,0,2,0,0,,,
95176.js,0,0,0,0,,,
95177.js,0,2,0,0,,,
95188.js,0,2,0,0,,,
95192.js,0,2,0,0,,,
95219.js,0,1,0.666666667,0.666666667,,,
95239.js,0,2,0,0,,,
95281.js,0,2,0,0,,,
95304.js,0,2,0,0,,,
95405.js,0,2,0,0,,,
95435.js,0,2,0,0,,,
95511.js,0,0.294117647,0.470588235,0.470588235,,,
95523.js,0,0.263157895,0.473684211,0.421052632,,,
95572.js,0,3,0,0,,,
95679.js,0,2,0,0,,,
95694.js,0,2,0,0,,,
95721.js,0,2,0,0,,,
95745.js,0,2,0,0,,,
95768.js,0,2,0,0,,,
9587.js,0,0.25,0.75,0.75,,,
95904.js,0,2,0,0,,,
95931.js,0,1.5,0,1,,,
95998.js,0,0.222222222,0.333333333,0.222222222,,,
96010.js,0,0.666666667,0,0,,,
96081.js,0,0.939393939,0.984848485,0.984848485,,,
96123.js,0,0.285714286,0.571428571,0.571428571,,,
9627.js,0,2,0,0,,,
96273.js,0,0.142857143,0.714285714,0.571428571,,,
96286.js,0,0.2,0.6,0.4,,,
9633.js,0,3,0,0,,,
96349.js,0,0.5,0.25,0.5,,,
96402.js,0,0.333333333,0.666666667,0.777777778,,,
96412.js,0,0,0.5,0.5,,,
96460.js,0,0.6,0.4,0.2,,,
96628.js,0,0,0.5,0.5,,,
96629.js,0,0.790909091,0.818181818,0.818181818,,,
96632.js,0,2,0,0,,,
96733.js,0,0,0,0,,,
96992.js,0,0.75,0,0,,,
97008.js,0,0.733333333,0.866666667,0.833333333,,,
