name,t0,t1,t2,t3
43851.js-jiami.js,0.13991022109985352,0.3466029167175293,0.3661768436431885,0.07772612571716309
68706.js-jiami.js,0.10067486763000488,0.1579880714416504,0.39896416664123535,0.07370805740356445
67981.js-jiami.js,0.0856931209564209,0.14900779724121094,0.07242798805236816,0.0627131462097168
28688.js-jiami.js,0.09420895576477051,0.15368390083312988,0.42334794998168945,0.07255291938781738
86060.js-jiami.js,0.10670590400695801,0.2451009750366211,1.0582561492919922,0.08026671409606934
91748.js-jiami.js,0.09472417831420898,0.16993474960327148,1.525670051574707,0.08544492721557617
55879.js-jiami.js,0.10129213333129883,0.16775202751159668,0.47939205169677734,0.06675100326538086
55287.js-jiami.js,0.0906069278717041,0.14890694618225098,0.3603341579437256,0.06747603416442871
53628.js-jiami.js,0.09128093719482422,0.1728959083557129,0.7300271987915039,0.072296142578125
103438.js-jiami.js,0.08376002311706543,0.15072107315063477,0.023746013641357422,0.07387375831604004
98893.js-jiami.js,0.09040498733520508,0.2117938995361328,1.5063989162445068,0.08542609214782715
69578.js-jiami.js,0.09501910209655762,0.1900789737701416,0.4257538318634033,0.07395696640014648
27598.js-jiami.js,0.09168601036071777,0.1702439785003662,0.4601600170135498,0.07191801071166992
39795.js-jiami.js,0.09639978408813477,0.22446107864379883,0.3041510581970215,0.07074379920959473
88562.js-jiami.js,0.09537482261657715,0.3338000774383545,1.7714390754699707,0.09669971466064453
1718.js-jiami.js,0.08841991424560547,0.15201687812805176,0.3049921989440918,0.07565784454345703
2496.js-jiami.js,0.08699989318847656,0.17728090286254883,0.028207063674926758,0.07496404647827148
3284.js-jiami.js,0.08856916427612305,0.12718892097473145,0.11161398887634277,0.1069040298461914
57698.js-jiami.js,0.10630083084106445,0.17792320251464844,0.1647789478302002,0.07085585594177246
20050.js-jiami.js,0.08682107925415039,0.17308378219604492,0.07579898834228516,0.06673908233642578
86235.js-jiami.js,0.08898162841796875,0.18523025512695312,0.1190488338470459,0.06950926780700684
101529.js-jiami.js,0.0848991870880127,0.22250890731811523,0.0873270034790039,0.06662893295288086
13070.js-jiami.js,0.08872509002685547,0.15647292137145996,0.025480985641479492,0.07160496711730957
63155.js-jiami.js,0.08637785911560059,0.12915611267089844,0.3325650691986084,0.06923794746398926
81791.js-jiami.js,0.10091185569763184,0.1619858741760254,0.23973989486694336,0.07285618782043457
86715.js-jiami.js,0.10147619247436523,0.201859712600708,0.3145432472229004,0.08227396011352539
39563.js-jiami.js,0.09017705917358398,0.15135693550109863,0.2740631103515625,0.06669306755065918
5191.js-jiami.js,0.08692693710327148,0.18223810195922852,0.07521986961364746,0.07009005546569824
101009.js-jiami.js,0.08430266380310059,0.11809515953063965,0.04852581024169922,0.07074928283691406
39287.js-jiami.js,0.1057438850402832,0.2280590534210205,1.605921983718872,0.08234286308288574
56372.js-jiami.js,0.10042119026184082,0.23390889167785645,0.7775278091430664,0.07098793983459473
69246.js-jiami.js,0.08425188064575195,0.13668417930603027,0.026971101760864258,0.0828099250793457
59029.js-jiami.js,0.09231090545654297,0.1535501480102539,0.3672339916229248,0.0741109848022461
21552.js-jiami.js,0.0911719799041748,0.13310599327087402,0.1551668643951416,0.06357312202453613
92794.js-jiami.js,0.11348199844360352,0.18317222595214844,0.2432699203491211,0.0650029182434082
51515.js-jiami.js,0.08437609672546387,0.1819620132446289,0.2153787612915039,0.07026219367980957
57025.js-jiami.js,0.11832594871520996,0.4607391357421875,5.553260087966919,0.22993898391723633
99156.js-jiami.js,0.08752179145812988,0.1643669605255127,0.22261524200439453,0.07784700393676758
70775.js-jiami.js,0.08592700958251953,0.15456771850585938,0.06651711463928223,0.07705998420715332
42892.js-jiami.js,0.08778071403503418,0.16844916343688965,0.24336504936218262,0.07015299797058105
99611.js-jiami.js,0.11576700210571289,0.41105103492736816,5.001672983169556,0.2467348575592041
86047.js-jiami.js,0.09664201736450195,0.191270112991333,0.09284114837646484,0.07942080497741699
