FileName,ugly,recover,jsdec,illu,sd,safe
5565.js,1.0,1.0,-1.0,1.0,0.16252090166578842,0.5715476066494082
5646.js,1.0,1.0,-1.0,1.0,0.17511900715418263,0.9071147352221454
56892.js,1.0,1.0,-1.0,1.0,0.2173464411954911,1.0
5711.js,1.0,1.0,-1.0,1.0,0.32850460138735416,0.9764020132327685
57339.js,1.0,1.0,-1.0,1.0,0.0659380473395787,1.0
57426.js,1.0,1.0,-1.0,1.0,0.20653256202700415,1.0
57449.js,1.0,1.0,-1.0,1.0,0.3279024492370687,0.9659573685063044
5758.js,1.0,1.0,-1.0,0.8791263000676229,0.4781996949394318,0.8784664459746295
57674.js,1.0,1.0,-1.0,1.0,0.026919095102908276,1.0
58229.js,1.0,1.0,-1.0,1.0,0.35208769419070446,0.8854995124495614
58294.js,1.0,1.0,-1.0,0.8299250027587323,0.27031025295064476,0.699205898780101
58412.js,1.0,1.0,-1.0,1.0,0.2782983390059016,0.9066867635238646
58550.js,1.0,1.0,-1.0,0.7352146220938077,0.2113334704886859,1.0
58570.js,1.0,1.0,-1.0,1.0,0.20997257457761503,0.7980238751210128
58616.js,1.0,1.0,-1.0,1.0,0.26734081947616867,0.8735915739022831
5888.js,1.0,1.0,-1.0,0.9888575909503124,0.5369501596899379,0.9710839636921041
59534.js,1.0,1.0,-1.0,1.0,0.0761386987626881,1.0
6010.js,1.0,1.0,-1.0,1.0,0.26591467134349245,0.9672041516493516
60275.js,1.0,1.0,-1.0,0.5106429211881652,0.14185425968999382,1.0
60326.js,1.0,1.0,-1.0,1.0,0.07122123116119197,1.0
60393.js,1.0,1.0,-1.0,1.0,0.18324851568672418,0.8576492931439955
60633.js,1.0,1.0,-1.0,0.8423603487200175,0.4128129844878666,0.9747770385280101
60774.js,1.0,1.0,-1.0,1.0,0.3091087469685308,0.9115042764737418
60820.js,1.0,1.0,-1.0,1.0,0.2238276440238091,0.8954430086935637
61136.js,1.0,1.0,-1.0,0.769800358919501,0.17583479290554319,0.8641264122753544
61201.js,0.9896373056994818,1.0,-1.0,0.9896373056994818,0.3836408422762512,0.8652772175507889
61443.js,1.0,1.0,-1.0,1.0,0.2738612787525831,0.892524716760131
61603.js,0.9929327736346234,1.0,-1.0,0.9115842887484171,0.2620440323938853,0.8440399593478499
61618.js,1.0,1.0,-1.0,1.0,0.08512565307587486,1.0
6162.js,1.0,1.0,-1.0,0.965537799558154,0.5482939850079146,0.8837931602175385
61642.js,1.0,1.0,-1.0,1.0,0.20330897929703434,1.0
61708.js,1.0,1.0,-1.0,0.8217780411620708,0.21100175148665185,0.8567194721542484
61733.js,1.0,1.0,-1.0,1.0,0.1098967455659645,0.8198915917499229
61757.js,1.0,1.0,-1.0,1.0,0.21480429010345364,0.9443568758679045
61902.js,1.0,1.0,-1.0,0.9462916232627814,0.31733139113174724,0.875738141931184
62048.js,1.0,1.0,-1.0,1.0,0.23078316568852547,0.816496580927726
62225.js,1.0,1.0,-1.0,0.8795200711499174,0.34404878319417337,0.8990044244740293
62277.js,1.0,1.0,-1.0,1.0,0.33288610108579697,0.9565975815582041
6233.js,1.0,1.0,-1.0,0.993310961716756,0.3053575662125359,0.867442794919067
62368.js,1.0,1.0,-1.0,0.2176428750330035,0.12038585308576921,1.0
62479.js,1.0,1.0,-1.0,0.9975216814438146,0.29805774040039495,0.9115712524661547
62758.js,1.0,1.0,-1.0,0.765963337348806,0.16484511834894675,0.7434307035293071
6279.js,0.8089887640449438,1.0,-1.0,0.8089887640449438,0.14837775545201629,0.8089887640449438
63048.js,1.0,1.0,-1.0,0.4374380751068217,0.33778371097651455,0.8409283024697728
63067.js,1.0,1.0,-1.0,0.4431401708542783,0.28212954629421216,0.8991721961325719
63121.js,1.0,1.0,-1.0,0.47805809821017836,0.255800119350867,0.9031351721986947
63163.js,1.0,1.0,-1.0,1.0,0.14471361022898727,1.0
63225.js,1.0,1.0,-1.0,1.0,0.15552461556607852,0.7647748927656912
63230.js,1.0,1.0,-1.0,1.0,0.2467843254621485,0.9455689188371162
6329.js,1.0,1.0,-1.0,0.9885710532241611,0.33251500494511543,0.9156196345117885
63301.js,1.0,1.0,-1.0,1.0,0.31701607979252555,0.921680502937406
634.js,1.0,1.0,-1.0,1.0,0.25560848870331004,1.0
63698.js,1.0,1.0,-1.0,0.9768077831415741,0.4945241572895123,0.9511540818159314
6370.js,1.0,1.0,-1.0,1.0,0.20892286579828317,0.9304083928170915
63757.js,1.0,1.0,-1.0,1.0,0.335467176188214,0.9346556005222578
63886.js,1.0,1.0,-1.0,0.901127113779166,0.15784084898842182,1.0
64206.js,1.0,1.0,-1.0,0.4950737714883372,0.2718695339280605,0.7838940385932954
6422.js,1.0,1.0,-1.0,1.0,0.21614823853578016,1.0
64381.js,1.0,1.0,-1.0,0.7554678731204082,0.2199810397048386,0.8329267300725657
64405.js,1.0,1.0,-1.0,0.8839599998785473,0.14953343588376805,0.8997354108424374
64486.js,1.0,1.0,-1.0,0.824529769545218,0.32993436130498177,0.7412605989088269
64988.js,1.0,1.0,-1.0,0.8765314158255663,0.29730245004552025,0.8826178722562064
65192.js,1.0,1.0,-1.0,1.0,0.2511492080899421,1.0
65267.js,1.0,1.0,-1.0,1.0,0.2593563195356762,0.9451631252505216
65290.js,1.0,1.0,-1.0,1.0,0.14622842147587847,1.0
65321.js,1.0,1.0,-1.0,1.0,0.2612136106550938,1.0
66144.js,1.0,1.0,-1.0,0.8229511997978235,0.5474856051831686,0.9294336192733421
66260.js,1.0,1.0,-1.0,0.9803281326697156,0.540570375491444,0.8621311381499106
66365.js,1.0,1.0,-1.0,1.0,0.43463151519321636,0.9308169323372546
66394.js,1.0,1.0,-1.0,1.0,0.3263766828841098,0.9744743035863841
66399.js,1.0,1.0,-1.0,1.0,0.5277790490704241,0.90479770784871
66945.js,1.0,1.0,-1.0,1.0,0.10151826501691746,1.0
67724.js,1.0,1.0,-1.0,1.0,0.23675884440201275,0.8975881505553809
67737.js,1.0,1.0,-1.0,1.0,0.3794788631447508,0.9464574146347641
67894.js,1.0,1.0,-1.0,1.0,0.15696394859782384,0.8677218312746247
67918.js,1.0,1.0,-1.0,1.0,0.15696394859782384,0.8677218312746247
68040.js,1.0,1.0,-1.0,1.0,0.2937062989520456,0.8336539078146404
68139.js,1.0,1.0,-1.0,1.0,0.2054377162259489,0.9045340337332908
68297.js,1.0,1.0,-1.0,1.0,0.17463617775527038,1.0
68856.js,1.0,1.0,-1.0,1.0,0.17856107630448045,0.8954430086935637
69216.js,1.0,1.0,-1.0,1.0,0.0,1.0
69246.js,1.0,1.0,-1.0,1.0,0.09325048082403138,1.0
69433.js,1.0,1.0,-1.0,1.0,0.14773077515089303,1.0
69578.js,1.0,1.0,-1.0,1.0,0.2888038350624617,0.9104463009115371
69705.js,1.0,1.0,-1.0,1.0,0.14276006018004017,1.0
70158.js,1.0,1.0,-1.0,1.0,0.1879753004933977,1.0
70346.js,1.0,1.0,-1.0,1.0,0.3232213632937046,0.9766226943529525
70353.js,1.0,1.0,-1.0,1.0,0.08427009716003844,1.0
70745.js,1.0,1.0,-1.0,1.0,0.09325048082403138,1.0
70748.js,1.0,1.0,-1.0,1.0,0.2194550867878365,0.7847849263290312
71056.js,1.0,1.0,-1.0,1.0,0.09325048082403138,1.0
71371.js,1.0,1.0,-1.0,1.0,0.1246111965698067,1.0
71750.js,1.0,1.0,-1.0,1.0,0.0761386987626881,1.0
71855.js,1.0,1.0,-1.0,1.0,0.17918432802946588,1.0
72068.js,1.0,1.0,-1.0,1.0,0.16750513727791383,1.0
72841.js,1.0,1.0,-1.0,0.9773358320884243,0.27843866449837823,0.8842305014058204
72949.js,1.0,1.0,-1.0,1.0,0.20880381657533253,0.9772606467596239
72951.js,1.0,1.0,-1.0,1.0,0.3877441458009868,0.9756353380953998
72989.js,1.0,1.0,-1.0,1.0,0.23781734022144713,0.9417632186960222
73442.js,1.0,1.0,-1.0,1.0,0.3760601346479513,0.8780778006580402
74079.js,0.9979317454590977,1.0,-1.0,0.849748560364634,0.266743760565182,0.9540487630591026
74119.js,0.9974326016688019,1.0,-1.0,0.8178004430715208,0.20991761049477956,0.9847066939960207
74363.js,1.0,1.0,-1.0,1.0,0.2873586462488652,0.8868495012574592
77100.js,0.998570406702931,1.0,-1.0,0.8931349112003535,0.31337341710924466,0.9399969281460511
78361.js,1.0,1.0,-1.0,0.954954954954955,0.30352414981054454,0.7503752814845802
78393.js,1.0,1.0,-1.0,0.954954954954955,0.30352414981054454,0.7503752814845802
79119.js,1.0,1.0,-1.0,0.954954954954955,0.30352414981054454,0.7503752814845802
79496.js,1.0,1.0,-1.0,0.954954954954955,0.30352414981054454,0.7503752814845802
79806.js,1.0,1.0,-1.0,0.8728588545576562,0.38247874273772375,0.9448481162683382
79827.js,1.0,1.0,-1.0,1.0,0.23396547436140555,1.0
80024.js,1.0,1.0,-1.0,1.0,0.16151457061744964,1.0
80761.js,1.0,1.0,-1.0,0.9917694073609294,0.28505444856613443,0.809173593712687
80781.js,1.0,1.0,-1.0,0.9813339133434427,0.4503731536785894,0.9284012736979588
82803.js,1.0,1.0,-1.0,0.9963101408014151,0.372573539863451,0.9932252042109275
82848.js,1.0,1.0,-1.0,0.9886039886039886,0.36575847797972755,0.9526961025396542
82877.js,1.0,1.0,-1.0,1.0,0.25303949396733777,1.0
82945.js,1.0,1.0,-1.0,1.0,0.13100561589443793,0.8804087784801333
82951.js,1.0,1.0,-1.0,1.0,0.2386466361816703,1.0
82964.js,1.0,1.0,-1.0,1.0,0.10904423683211213,1.0
83022.js,1.0,1.0,-1.0,0.9914528346846638,0.4859271832585364,0.9099388320039309
83042.js,1.0,1.0,-1.0,1.0,0.18316124260994082,0.9135468796041984
83089.js,1.0,1.0,-1.0,0.9889841599418994,0.48155001239944106,0.9154609644990293
83152.js,0.8295454545454546,1.0,-1.0,0.8295454545454546,0.126522350350995,0.812785389747353
83154.js,0.8163265306122449,1.0,-1.0,0.8163265306122449,0.08998997610878198,0.8073171786797564
83197.js,0.8739495798319328,1.0,-1.0,0.8739495798319328,0.26394451550016185,0.8302709280708761
83217.js,0.8739495798319328,1.0,-1.0,0.8739495798319328,0.26394451550016185,0.8302709280708761
83287.js,0.8163265306122449,1.0,-1.0,0.8163265306122449,0.08998997610878198,0.8073171786797564
83302.js,0.8739495798319328,1.0,-1.0,0.8739495798319328,0.26394451550016185,0.8302709280708761
83401.js,0.8739495798319328,1.0,-1.0,0.8739495798319328,0.26394451550016185,0.8302709280708761
83433.js,0.8739495798319328,1.0,-1.0,0.8739495798319328,0.26394451550016185,0.8302709280708761
83466.js,0.8228346456692913,1.0,-1.0,0.8228346456692913,0.1074907542022069,0.8141040494628549
83488.js,0.8739495798319328,1.0,-1.0,0.8739495798319328,0.26394451550016185,0.8302709280708761
83510.js,0.8295454545454546,1.0,-1.0,0.8295454545454546,0.126522350350995,0.812785389747353
83524.js,0.8739495798319328,1.0,-1.0,0.8739495798319328,0.26394451550016185,0.8302709280708761
83553.js,0.8442906574394463,1.0,-1.0,0.8442906574394463,0.17243175896255836,0.8364999637841095
83582.js,0.8295454545454546,1.0,-1.0,0.8295454545454546,0.126522350350995,0.812785389747353
83602.js,0.8739495798319328,1.0,-1.0,0.8739495798319328,0.26394451550016185,0.8302709280708761
83628.js,0.8739495798319328,1.0,-1.0,0.8739495798319328,0.26394451550016185,0.8302709280708761
83697.js,0.8228346456692913,1.0,-1.0,0.8228346456692913,0.1074907542022069,0.8141040494628549
83708.js,0.8995535714285714,1.0,-1.0,0.8995535714285714,0.33813824705301054,0.8639124993767298
83724.js,0.8163265306122449,1.0,-1.0,0.8163265306122449,0.08998997610878198,0.8073171786797564
83803.js,0.8739495798319328,1.0,-1.0,0.8739495798319328,0.26394451550016185,0.8302709280708761
84008.js,1.0,1.0,-1.0,1.0,0.40049015567578333,0.9799908085141558
84075.js,1.0,1.0,-1.0,1.0,0.21572631316094962,0.8743856497851875
84651.js,1.0,1.0,-1.0,1.0,0.1893363471296941,0.9304083928170915
84950.js,1.0,1.0,-1.0,1.0,0.1098967455659645,1.0
85263.js,1.0,1.0,-1.0,1.0,0.23898666177410163,0.9632008196945053
85565.js,1.0,1.0,-1.0,1.0,0.5960887530098676,0.9058734040069282
85630.js,1.0,1.0,-1.0,0.9878969312397246,0.4668512194629262,0.9634862821317264
85675.js,1.0,1.0,-1.0,1.0,0.293114340063394,0.8881563292721386
85769.js,1.0,1.0,-1.0,1.0,0.3882327107305094,0.9316772318036984
85776.js,1.0,1.0,-1.0,1.0,0.3405285642575254,0.8521593214756101
85945.js,1.0,1.0,-1.0,1.0,0.27714904690959796,0.8793609016906587
86050.js,1.0,1.0,-1.0,1.0,0.30922854322783677,0.8616018147240717
86052.js,1.0,1.0,-1.0,1.0,0.47972094664911785,0.8438692935611443
86298.js,1.0,1.0,-1.0,1.0,0.6728427686349522,0.9125491776482278
86374.js,1.0,1.0,-1.0,1.0,0.18650096164806276,0.9035253315161441
86416.js,1.0,1.0,-1.0,1.0,0.1889752136228592,0.8832083446486338
86436.js,1.0,1.0,-1.0,1.0,0.20144406207413396,0.9164397149578765
86441.js,1.0,1.0,-1.0,1.0,0.3449475337700191,0.871802567995753
86484.js,1.0,1.0,-1.0,1.0,0.39216286004256495,0.8612808672139471
86504.js,1.0,1.0,-1.0,1.0,0.20144406207413396,0.9164397149578765
86507.js,1.0,1.0,-1.0,1.0,0.2315668119696713,0.9357754408380655
86511.js,1.0,1.0,-1.0,1.0,0.17376201171422898,0.8520128672302585
86550.js,1.0,1.0,-1.0,0.9637013220366765,0.4963879190548203,0.8617814479543128
86715.js,1.0,1.0,-1.0,0.9467682734133428,0.40114832019492624,0.9379037232623596
86737.js,1.0,1.0,-1.0,1.0,0.2874600139869296,0.9589724772577053
86811.js,1.0,1.0,-1.0,1.0,0.21067524290009612,0.8357448101873575
86832.js,1.0,1.0,-1.0,1.0,0.47409186791129515,0.9316772318036984
8684.js,1.0,1.0,-1.0,1.0,0.11420804814403215,1.0
86969.js,1.0,1.0,-1.0,0.9942692937888751,0.6139862706018431,0.8697942531247672
87103.js,1.0,1.0,-1.0,1.0,0.1504240538591805,1.0
87741.js,1.0,1.0,-1.0,1.0,0.31926017360265524,0.9472910701506564
87950.js,1.0,1.0,-1.0,1.0,0.14805502306599552,1.0
88276.js,1.0,1.0,-1.0,1.0,0.21480429010345364,1.0
88338.js,1.0,1.0,-1.0,1.0,0.22665223903194512,1.0
88562.js,0.9668874172185431,1.0,-1.0,0.9668874172185431,0.3872549644933096,0.810946388767806
88669.js,1.0,1.0,-1.0,1.0,0.35713664590872174,0.8968028318136245
88889.js,1.0,1.0,-1.0,1.0,0.586693236724962,0.9149214848605721
95121.js,1.0,1.0,-1.0,0.9974457174120672,0.4580020592613372,0.9724433675396453
95176.js,1.0,1.0,-1.0,1.0,0.08512565307587486,0.6324555320336759
95177.js,1.0,1.0,-1.0,0.9808426852246778,0.47556545696092745,0.9253588308642685
95188.js,1.0,1.0,-1.0,1.0,0.16750513727791383,1.0
95192.js,1.0,1.0,-1.0,1.0,0.16750513727791383,1.0
95239.js,1.0,1.0,-1.0,0.9954560591574133,0.21576175375273055,0.8112992751774849
95304.js,1.0,1.0,-1.0,0.9893189585923464,0.43035636259760984,0.9395584757365169
95349.js,0.6678111587982832,1.0,-1.0,0.6678111587982832,0.00669212034525919,0.6678111587982832
95405.js,1.0,1.0,-1.0,0.9824438718555573,0.557830848984473,0.8921288681496126
95572.js,1.0,1.0,-1.0,1.0,0.2527665640229898,0.9204329801379807
95694.js,1.0,1.0,-1.0,0.9916666666666667,0.13205912890281402,1.0
95721.js,1.0,1.0,-1.0,0.9916666666666667,0.13205912890281402,1.0
95745.js,1.0,1.0,-1.0,0.9916666666666667,0.13205912890281402,1.0
95768.js,1.0,1.0,-1.0,1.0,0.29151697481940136,0.9974172194192882
9587.js,1.0,1.0,-1.0,1.0,0.14356850721551082,1.0
95931.js,1.0,1.0,-1.0,1.0,0.13459547551454137,0.8743856497851875
95998.js,1.0,1.0,-1.0,0.9955653883486891,0.3057633085053819,0.9441565403200105
96010.js,0.9484396200814111,1.0,-1.0,0.9433335823378267,0.32533418180804907,0.524191514520776
9627.js,1.0,1.0,-1.0,1.0,0.14244246232238394,0.7071067811865476
96273.js,1.0,1.0,-1.0,1.0,0.6735053218562014,0.8960276142922337
96286.js,1.0,1.0,-1.0,1.0,0.33832659213124794,0.9245206009497283
9633.js,1.0,1.0,-1.0,1.0,0.14244246232238394,1.0
96349.js,1.0,1.0,-1.0,1.0,0.3517138962233849,0.9483798558790957
96402.js,1.0,1.0,-1.0,0.9701940582194067,0.4611120526426909,0.8740200053736314
96412.js,1.0,1.0,-1.0,0.9715713434222364,0.2986153793171013,0.8505330619979519
96460.js,1.0,1.0,-1.0,1.0,0.1554174680400523,0.6805446536716203
96632.js,1.0,1.0,-1.0,1.0,0.3634077838892617,0.9807607753541545
96733.js,1.0,1.0,-1.0,1.0,0.09325048082403138,1.0
97015.js,1.0,1.0,-1.0,1.0,0.08309856102237734,1.0
97154.js,1.0,1.0,-1.0,1.0,0.32590394700028863,1.0
98573.js,1.0,1.0,-1.0,0.9601863907812928,0.4238387564456304,0.8560257952517467
99502.js,1.0,1.0,-1.0,1.0,0.16567557760157167,1.0
9958.js,1.0,1.0,-1.0,1.0,0.13726099121798926,1.0
