FileName,ugly,recover,jsdec,illu,sd
43492.js,1.0,1.0,-1.0,1.0,0.21859282926346812
43566.js,1.0,1.0,-1.0,1.0,0.21859282926346812
43851.js,1.0,1.0,-1.0,1.0,0.21859282926346812
43891.js,1.0,1.0,-1.0,1.0,0.21859282926346812
43898.js,1.0,1.0,-1.0,1.0,0.21859282926346812
43931.js,1.0,1.0,-1.0,1.0,0.21859282926346812
43981.js,1.0,1.0,-1.0,1.0,0.21859282926346812
44079.js,1.0,1.0,-1.0,1.0,0.21859282926346812
44114.js,1.0,1.0,-1.0,1.0,0.21859282926346812
44122.js,1.0,1.0,-1.0,1.0,0.2284160962880643
44139.js,1.0,1.0,-1.0,1.0,0.21859282926346812
44169.js,1.0,1.0,-1.0,1.0,0.2054377162259489
44293.js,1.0,1.0,-1.0,1.0,0.21859282926346812
44333.js,1.0,1.0,-1.0,1.0,0.21859282926346812
44431.js,1.0,1.0,-1.0,1.0,0.21859282926346812
44471.js,1.0,1.0,-1.0,1.0,0.21859282926346812
44473.js,1.0,1.0,-1.0,1.0,0.21859282926346812
44518.js,1.0,1.0,-1.0,1.0,0.21859282926346812
44553.js,1.0,1.0,-1.0,1.0,0.21859282926346812
44575.js,1.0,1.0,-1.0,1.0,0.21859282926346812
44576.js,1.0,1.0,-1.0,1.0,0.21859282926346812
44624.js,1.0,1.0,-1.0,1.0,0.21859282926346812
44685.js,1.0,1.0,-1.0,1.0,0.21859282926346812
44963.js,1.0,1.0,-1.0,1.0,0.21859282926346812
45063.js,1.0,1.0,-1.0,1.0,0.21859282926346812
45101.js,1.0,1.0,-1.0,1.0,0.22711994083632664
45107.js,1.0,1.0,-1.0,1.0,0.21859282926346812
45154.js,1.0,1.0,-1.0,1.0,0.21859282926346812
45220.js,1.0,1.0,-1.0,1.0,0.21859282926346812
45243.js,1.0,1.0,-1.0,1.0,0.21859282926346812
45324.js,1.0,1.0,-1.0,1.0,0.22430015382565205
45333.js,1.0,1.0,-1.0,1.0,0.22430015382565205
46.js,1.0,1.0,-1.0,1.0,0.4166988442500317
46432.js,1.0,1.0,-1.0,1.0,0.18257418583505536
4654.js,1.0,1.0,-1.0,1.0,0.14244246232238394
4676.js,1.0,1.0,-1.0,1.0,0.32136047869915835
47154.js,1.0,1.0,-1.0,1.0,0.30620470679558165
47289.js,1.0,1.0,-1.0,1.0,0.10151826501691746
47656.js,1.0,1.0,-1.0,1.0,0.09325048082403138
49340.js,1.0,1.0,-1.0,1.0,0.09789261269488472
49662.js,1.0,1.0,-1.0,1.0,0.3128624638470646
49680.js,1.0,1.0,-1.0,1.0,0.1203858530857692
50084.js,1.0,1.0,-1.0,0.9967999917948296,0.559107121729101
50382.js,0.9974715509474418,1.0,-1.0,0.8203881234127376,0.20832125568856047
50529.js,1.0,1.0,-1.0,1.0,0.13459547551454135
50562.js,1.0,1.0,-1.0,1.0,0.10777829844714387
50570.js,1.0,1.0,-1.0,1.0,0.13459547551454135
50605.js,1.0,1.0,-1.0,1.0,0.4089412425049349
50674.js,1.0,1.0,-1.0,1.0,0.3788011855370192
51042.js,1.0,1.0,-1.0,0.9767585154948384,0.4836533259785721
51051.js,1.0,1.0,-1.0,0.989749243780543,0.4862346500110207
51153.js,0.9746835443037974,1.0,-1.0,0.9357434781465525,0.3361784650661658
51297.js,1.0,1.0,-1.0,0.9755335594323596,0.32007904162155865
51515.js,1.0,1.0,-1.0,1.0,0.2985305817483883
51803.js,1.0,1.0,-1.0,1.0,0.02098299754613038
51903.js,1.0,1.0,-1.0,1.0,0.02111707557199835
5191.js,1.0,1.0,-1.0,1.0,0.16173874084416226
51915.js,1.0,1.0,-1.0,1.0,0.02221194129536051
51925.js,1.0,1.0,-1.0,1.0,0.019550613012972017
51930.js,1.0,1.0,-1.0,1.0,0.0220560660972768
52115.js,1.0,1.0,-1.0,1.0,0.039762138624377205
5217.js,1.0,1.0,-1.0,0.9960238411119948,0.3813629257799193
52191.js,1.0,1.0,-1.0,1.0,0.03730019232961255
52286.js,1.0,1.0,-1.0,1.0,0.03931785497463923
52340.js,1.0,1.0,-1.0,1.0,0.03657584779797275
52423.js,1.0,1.0,-1.0,1.0,0.033770007400909
5246.js,1.0,1.0,-1.0,1.0,0.3619236835686263
52733.js,1.0,1.0,-1.0,0.9672131147540984,0.4386852644276354
52883.js,1.0,1.0,-1.0,1.0,0.41123775091936055
52943.js,1.0,1.0,-1.0,1.0,0.20331002513318688
53065.js,1.0,1.0,-1.0,1.0,0.1504240538591805
53399.js,1.0,1.0,-1.0,1.0,0.41038011129779706
53620.js,1.0,1.0,-1.0,1.0,0.3224912461831085
53659.js,1.0,1.0,-1.0,1.0,0.2499733013966422
53673.js,1.0,1.0,-1.0,1.0,0.29917862597710065
53701.js,1.0,1.0,-1.0,1.0,0.3071375325463843
53741.js,1.0,1.0,-1.0,1.0,0.2849696992113355
53980.js,1.0,1.0,-1.0,0.9129614872757104,0.22430015382565205
54129.js,1.0,1.0,-1.0,0.932248806831008,0.3612650306357487
54409.js,1.0,1.0,-1.0,1.0,0.27440332153463365
54693.js,1.0,1.0,-1.0,1.0,0.33348585374091805
54815.js,1.0,1.0,-1.0,1.0,0.39248837702130174
54985.js,1.0,1.0,-1.0,1.0,0.36867574715268586
55287.js,1.0,1.0,-1.0,1.0,0.29887066014847385
55460.js,1.0,1.0,-1.0,1.0,0.20722329072006973
55478.js,1.0,1.0,-1.0,1.0,0.30620470679558165
55570.js,1.0,1.0,-1.0,1.0,0.3205372361261746
5565.js,1.0,1.0,-1.0,1.0,0.16252090166578842
55856.js,1.0,1.0,-1.0,0.9881263587150184,0.4801253687698575
55876.js,1.0,1.0,-1.0,0.9904419592915452,0.42032554999418703
55879.js,1.0,1.0,-1.0,1.0,0.2663269962773385
56095.js,1.0,1.0,-1.0,1.0,0.31571432556449675
56601.js,1.0,1.0,-1.0,0.8684168428648436,0.3293165196071991
57025.js,1.0,1.0,-1.0,0.6691802431349851,0.2087381591813683
57223.js,1.0,1.0,-1.0,0.9967308330398386,0.5071891492681453
57320.js,1.0,1.0,-1.0,1.0,0.06810052246069989
57339.js,1.0,1.0,-1.0,1.0,0.0659380473395787
57449.js,1.0,1.0,-1.0,1.0,0.3279024492370687
57481.js,1.0,1.0,-1.0,0.9911601453226248,0.2450948920258676
57567.js,1.0,1.0,-1.0,1.0,0.13761249241123732
5758.js,1.0,1.0,-1.0,0.8791263000676229,0.4781996949394318
57674.js,1.0,1.0,-1.0,1.0,0.02691909510290828
57698.js,1.0,1.0,-1.0,1.0,0.2543615398613999
58229.js,1.0,1.0,-1.0,1.0,0.3520876941907045
58412.js,1.0,1.0,-1.0,1.0,0.2782983390059016
58550.js,1.0,1.0,-1.0,0.7352146220938077,0.2113334704886859
58570.js,1.0,1.0,-1.0,1.0,0.20997257457761506
58800.js,1.0,1.0,-1.0,1.0,0.22278401623014052
58819.js,1.0,1.0,-1.0,0.7826237921249264,0.08427009716003844
58829.js,1.0,1.0,-1.0,1.0,0.2276723982774452
58897.js,1.0,1.0,-1.0,0.7745966692414834,0.21613026627973014
59029.js,1.0,1.0,-1.0,1.0,0.2320709858997753
59093.js,1.0,1.0,-1.0,1.0,0.32406782282605645
59099.js,1.0,1.0,-1.0,0.9867766060134576,0.3026075339500923
59106.js,0.9976303317535544,1.0,-1.0,0.9604384242480628,0.5503965189247735
59296.js,1.0,1.0,-1.0,0.9821428571428572,0.43241461776437984
59309.js,1.0,1.0,-1.0,1.0,0.2733195150593037
59355.js,1.0,1.0,-1.0,1.0,0.0659380473395787
59383.js,1.0,1.0,-1.0,1.0,0.17296584710575194
59534.js,1.0,1.0,-1.0,1.0,0.0761386987626881
59540.js,1.0,1.0,-1.0,1.0,0.16409896784637873
59559.js,1.0,1.0,-1.0,1.0,0.0761386987626881
59875.js,1.0,1.0,-1.0,1.0,0.14953343588376805
6010.js,1.0,1.0,-1.0,1.0,0.26591467134349245
60326.js,1.0,1.0,-1.0,1.0,0.07122123116119197
60393.js,1.0,1.0,-1.0,1.0,0.18324851568672415
60820.js,1.0,1.0,-1.0,1.0,0.2238276440238091
61022.js,1.0,1.0,-1.0,1.0,0.27131897585215986
61201.js,0.9896373056994818,1.0,-1.0,0.9896373056994818,0.3836408422762512
61254.js,1.0,1.0,-1.0,1.0,0.08928053815224023
61443.js,1.0,1.0,-1.0,1.0,0.2738612787525831
61535.js,1.0,1.0,-1.0,1.0,0.13761249241123732
61596.js,1.0,1.0,-1.0,1.0,0.2381096153929231
61603.js,0.9929327736346234,1.0,-1.0,0.9115842887484172,0.2620440323938853
61618.js,1.0,1.0,-1.0,1.0,0.08512565307587486
61642.js,1.0,1.0,-1.0,1.0,0.20330897929703434
61757.js,1.0,1.0,-1.0,1.0,0.21480429010345364
61902.js,1.0,1.0,-1.0,0.9462916232627814,0.31733139113174724
61999.js,1.0,1.0,-1.0,1.0,0.3030433475322798
62021.js,0.957427107756338,1.0,-1.0,0.957427107756338,0.0439586982263858
62048.js,1.0,1.0,-1.0,1.0,0.2307831656885255
62277.js,1.0,1.0,-1.0,1.0,0.33288610108579697
62461.js,0.9789450103725608,1.0,-1.0,0.9789450103725608,0.13210484783404447
62479.js,1.0,1.0,-1.0,0.9975216814438146,0.2980577404003949
62519.js,1.0,1.0,-1.0,1.0,0.23312620206007845
62758.js,1.0,1.0,-1.0,0.765963337348806,0.16484511834894675
6279.js,0.8089887640449438,1.0,-1.0,0.8089887640449438,0.14837775545201629
62802.js,1.0,1.0,-1.0,0.9145353377582852,0.23883975507726815
62914.js,1.0,1.0,-1.0,1.0,0.4838315810463509
63048.js,1.0,1.0,-1.0,0.4374380751068217,0.3377837109765145
63155.js,1.0,1.0,-1.0,0.972694008223364,0.2920811502902517
63225.js,1.0,1.0,-1.0,1.0,0.15552461556607852
63230.js,1.0,1.0,-1.0,1.0,0.2467843254621485
63301.js,1.0,1.0,-1.0,1.0,0.31701607979252555
634.js,1.0,1.0,-1.0,1.0,0.25560848870331004
63628.js,1.0,1.0,-1.0,0.7137464271463296,0.3619122786057669
6370.js,1.0,1.0,-1.0,1.0,0.2089228657982832
63757.js,1.0,1.0,-1.0,1.0,0.335467176188214
63819.js,1.0,1.0,-1.0,1.0,0.0761386987626881
64206.js,1.0,1.0,-1.0,0.4950737714883372,0.2718695339280605
6422.js,1.0,1.0,-1.0,1.0,0.21614823853578016
64731.js,1.0,1.0,-1.0,0.8027729719194864,0.198626523843708
65036.js,0.995133791073302,1.0,-1.0,0.8526449763251174,0.35011907761491634
65052.js,1.0,1.0,-1.0,1.0,0.4258111407187309
65219.js,1.0,1.0,-1.0,1.0,0.3035910393631302
65267.js,1.0,1.0,-1.0,1.0,0.2593563195356762
65321.js,1.0,1.0,-1.0,1.0,0.2612136106550938
65727.js,1.0,1.0,-1.0,1.0,0.6015468563157885
66323.js,1.0,1.0,-1.0,1.0,0.5279189205320536
66363.js,0.9963636363636365,1.0,-1.0,0.9040885779487284,0.4453596199037843
66365.js,1.0,1.0,-1.0,1.0,0.4346315151932164
66377.js,0.9871794871794872,1.0,-1.0,0.9871794871794872,0.2715618150587327
66394.js,1.0,1.0,-1.0,1.0,0.3263766828841098
66399.js,1.0,1.0,-1.0,1.0,0.5277790490704241
66877.js,1.0,1.0,-1.0,1.0,0.09325048082403138
66945.js,1.0,1.0,-1.0,1.0,0.10151826501691746
67353.js,1.0,1.0,-1.0,1.0,0.0731516955959455
67476.js,1.0,1.0,-1.0,1.0,0.10229256139105143
67544.js,1.0,1.0,-1.0,1.0,0.07129088519364497
67724.js,1.0,1.0,-1.0,1.0,0.23675884440201275
67737.js,1.0,1.0,-1.0,1.0,0.3794788631447508
67918.js,1.0,1.0,-1.0,1.0,0.15696394859782384
67961.js,1.0,1.0,-1.0,1.0,0.22528832841022725
67981.js,1.0,1.0,-1.0,1.0,0.08846517369293827
68040.js,1.0,1.0,-1.0,1.0,0.2937062989520456
6806.js,1.0,1.0,-1.0,1.0,0.26648544566940835
68856.js,1.0,1.0,-1.0,1.0,0.17856107630448045
69198.js,1.0,1.0,-1.0,1.0,0.13710563068012332
69216.js,1.0,1.0,-1.0,1.0,0.0
69246.js,1.0,1.0,-1.0,1.0,0.09325048082403138
69472.js,1.0,1.0,-1.0,1.0,0.09325048082403138
69578.js,1.0,1.0,-1.0,1.0,0.2888038350624617
69604.js,1.0,1.0,-1.0,1.0,0.09325048082403138
69635.js,1.0,1.0,-1.0,1.0,0.11296323660518738
69705.js,1.0,1.0,-1.0,1.0,0.14276006018004014
70353.js,1.0,1.0,-1.0,1.0,0.08427009716003844
70364.js,1.0,1.0,-1.0,1.0,0.08059094674837397
70748.js,1.0,1.0,-1.0,1.0,0.2194550867878365
70775.js,1.0,1.0,-1.0,1.0,0.09968895725584537
70848.js,1.0,1.0,-1.0,1.0,0.09986187838711752
71032.js,1.0,1.0,-1.0,1.0,0.08791739645277159
71077.js,1.0,1.0,-1.0,1.0,0.11191907753901596
7167.js,1.0,1.0,-1.0,0.8724090559912876,0.25125770591687074
71738.js,1.0,1.0,-1.0,1.0,0.10834726777719228
71744.js,1.0,1.0,-1.0,1.0,0.0761386987626881
71750.js,1.0,1.0,-1.0,1.0,0.0761386987626881
72068.js,1.0,1.0,-1.0,1.0,0.16750513727791386
72259.js,1.0,1.0,-1.0,1.0,0.464570407807504
72777.js,1.0,1.0,-1.0,1.0,0.10151826501691746
73103.js,1.0,1.0,-1.0,0.9542979995151945,0.19068736169791906
73109.js,1.0,1.0,-1.0,1.0,0.18611681919768205
73132.js,1.0,1.0,-1.0,1.0,0.13987572123604708
73187.js,1.0,1.0,-1.0,1.0,0.3687583048411751
73243.js,1.0,1.0,-1.0,0.9932941832405048,0.4205069980716963
73244.js,1.0,1.0,-1.0,1.0,0.38974691569853404
7325.js,1.0,1.0,-1.0,1.0,0.25449482547176483
73300.js,1.0,1.0,-1.0,1.0,0.11478340719169698
73442.js,1.0,1.0,-1.0,1.0,0.3760601346479513
7745.js,1.0,1.0,-1.0,1.0,0.41242525798240337
78018.js,1.0,1.0,-1.0,0.954954954954955,0.3035241498105445
78361.js,1.0,1.0,-1.0,0.954954954954955,0.3035241498105445
78393.js,1.0,1.0,-1.0,0.954954954954955,0.3035241498105445
78604.js,1.0,1.0,-1.0,0.954954954954955,0.3035241498105445
78626.js,1.0,1.0,-1.0,0.954954954954955,0.3035241498105445
78937.js,1.0,1.0,-1.0,0.954954954954955,0.3035241498105445
79119.js,1.0,1.0,-1.0,0.954954954954955,0.3035241498105445
79406.js,1.0,1.0,-1.0,0.9511205049402656,0.3057633085053819
79496.js,1.0,1.0,-1.0,0.954954954954955,0.3035241498105445
79783.js,1.0,1.0,-1.0,1.0,0.5578683108875849
79806.js,1.0,1.0,-1.0,0.8728588545576562,0.38247874273772375
79827.js,1.0,1.0,-1.0,1.0,0.23396547436140555
80041.js,1.0,1.0,-1.0,1.0,0.08139569275564798
80121.js,1.0,1.0,-1.0,1.0,0.28199632506118644
80761.js,1.0,1.0,-1.0,0.9917694073609294,0.28505444856613443
80781.js,1.0,1.0,-1.0,0.9813339133434428,0.4503731536785894
81439.js,1.0,1.0,-1.0,1.0,0.3307203112643017
81680.js,1.0,1.0,-1.0,1.0,0.2866057521105554
81791.js,1.0,1.0,-1.0,1.0,0.3097171083893092
8184.js,1.0,1.0,-1.0,1.0,0.13797901350800762
81895.js,1.0,1.0,-1.0,1.0,0.2907594586628823
82079.js,1.0,1.0,-1.0,1.0,0.4114794555367686
82121.js,1.0,1.0,-1.0,1.0,0.3267619155232031
