FileName,ugly,recover,jsdec,illu,sd
82246.js,1.0,1.0,-1.0,1.0,0.3501870817094908
82363.js,1.0,1.0,-1.0,1.0,0.4012961479355177
82510.js,1.0,1.0,-1.0,1.0,0.3116596373037209
82848.js,1.0,1.0,-1.0,0.9886039886039886,0.3657584779797276
82951.js,1.0,1.0,-1.0,1.0,0.2386466361816703
83022.js,1.0,1.0,-1.0,0.9914528346846638,0.4859271832585364
83042.js,1.0,1.0,-1.0,1.0,0.1831612426099408
83083.js,1.0,1.0,-1.0,1.0,0.02691909510290828
83154.js,0.8163265306122449,1.0,-1.0,0.8163265306122449,0.08998997610878197
83287.js,0.8163265306122449,1.0,-1.0,0.8163265306122449,0.08998997610878197
83488.js,0.8739495798319328,1.0,-1.0,0.8739495798319328,0.26394451550016185
83510.js,0.8295454545454546,1.0,-1.0,0.8295454545454546,0.126522350350995
83582.js,0.8295454545454546,1.0,-1.0,0.8295454545454546,0.126522350350995
83628.js,0.8739495798319328,1.0,-1.0,0.8739495798319328,0.26394451550016185
83803.js,0.8739495798319328,1.0,-1.0,0.8739495798319328,0.26394451550016185
83992.js,1.0,1.0,-1.0,1.0,0.2589789049533133
84008.js,1.0,1.0,-1.0,1.0,0.4004901556757833
84075.js,1.0,1.0,-1.0,1.0,0.2157263131609496
84203.js,1.0,1.0,-1.0,1.0,0.09325048082403138
8424.js,1.0,1.0,-1.0,1.0,0.09325048082403138
84337.js,1.0,1.0,-1.0,1.0,0.13844373104863458
84901.js,1.0,1.0,-1.0,1.0,0.2401769624731362
84950.js,1.0,1.0,-1.0,1.0,0.1098967455659645
84966.js,1.0,1.0,-1.0,0.9827742316193412,0.5714433597613188
85373.js,1.0,1.0,-1.0,0.4166666666666667,0.11656310103003922
85388.js,1.0,1.0,-1.0,1.0,0.1397393236207338
85769.js,1.0,1.0,-1.0,1.0,0.3882327107305094
85776.js,1.0,1.0,-1.0,1.0,0.3405285642575254
86047.js,1.0,1.0,-1.0,1.0,0.21808847366422426
86050.js,1.0,1.0,-1.0,1.0,0.3092285432278368
86235.js,1.0,1.0,-1.0,1.0,0.19586518668589048
86436.js,1.0,1.0,-1.0,1.0,0.201444062074134
86504.js,1.0,1.0,-1.0,1.0,0.201444062074134
86507.js,1.0,1.0,-1.0,1.0,0.2315668119696713
86715.js,1.0,1.0,-1.0,0.9467682734133428,0.40114832019492624
86811.js,1.0,1.0,-1.0,1.0,0.21067524290009607
86832.js,1.0,1.0,-1.0,1.0,0.4740918679112952
86969.js,1.0,1.0,-1.0,0.9942692937888752,0.6139862706018431
87032.js,1.0,1.0,-1.0,1.0,0.09325048082403138
87083.js,1.0,1.0,-1.0,1.0,0.09325048082403138
87103.js,1.0,1.0,-1.0,1.0,0.1504240538591805
87319.js,1.0,1.0,-1.0,1.0,0.08371640269664737
87347.js,1.0,1.0,-1.0,1.0,0.07346632799674513
87349.js,1.0,1.0,-1.0,1.0,0.05556605655849512
87389.js,1.0,1.0,-1.0,1.0,0.13637151445459936
87599.js,1.0,1.0,-1.0,1.0,0.05152424082564255
87741.js,1.0,1.0,-1.0,1.0,0.31926017360265524
87868.js,1.0,1.0,-1.0,1.0,0.1203858530857692
87950.js,1.0,1.0,-1.0,1.0,0.14805502306599552
88245.js,1.0,1.0,-1.0,1.0,0.09890707100936806
88281.js,1.0,1.0,-1.0,1.0,0.21535276082326615
88338.js,1.0,1.0,-1.0,1.0,0.2266522390319451
88502.js,1.0,1.0,-1.0,1.0,0.1076763804116331
88562.js,0.9668874172185432,1.0,-1.0,0.9668874172185432,0.3872549644933096
88584.js,1.0,1.0,-1.0,1.0,0.21535276082326615
88669.js,1.0,1.0,-1.0,1.0,0.3571366459087217
88692.js,1.0,1.0,-1.0,1.0,0.2194550867878365
88889.js,1.0,1.0,-1.0,1.0,0.5866932367249621
89372.js,1.0,1.0,-1.0,1.0,0.10107236959411504
89559.js,1.0,1.0,-1.0,1.0,0.06344891563557342
89608.js,1.0,1.0,-1.0,1.0,0.3406146013255386
89708.js,1.0,1.0,-1.0,1.0,0.3274798157983637
89933.js,0.9959919678390986,1.0,-1.0,0.9959919678390986,0.2281367502433446
90873.js,1.0,1.0,-1.0,0.9567746654193409,0.42895854031539504
90997.js,1.0,1.0,-1.0,1.0,0.2885628266297543
9117.js,1.0,1.0,-1.0,0.8333333333333334,0.13987572123604708
91312.js,1.0,1.0,-1.0,1.0,0.28928766789457944
91394.js,1.0,1.0,-1.0,1.0,0.14363447023631967
91446.js,1.0,1.0,-1.0,1.0,0.3013830752282325
91677.js,1.0,1.0,-1.0,1.0,0.3741104009948201
91734.js,1.0,1.0,-1.0,0.9838621971952126,0.35924946370366023
91748.js,1.0,1.0,-1.0,0.9926064865685956,0.32489392741820605
92077.js,1.0,1.0,-1.0,0.8638028087174674,0.3580623309019895
92546.js,1.0,1.0,-1.0,1.0,0.40992258986345853
92794.js,1.0,1.0,-1.0,1.0,0.2320709858997753
93449.js,0.7611940298507462,1.0,-1.0,0.7611940298507462,0.06976366891387281
93824.js,1.0,1.0,-1.0,1.0,0.4292182499267808
93844.js,1.0,1.0,-1.0,0.990055078111853,0.5443544856925979
93979.js,0.993664717348928,1.0,-1.0,0.9929354740419496,0.21155426075449815
94210.js,1.0,1.0,-1.0,1.0,0.1200312548101006
94270.js,1.0,1.0,-1.0,1.0,0.22559706004894914
94309.js,1.0,1.0,-1.0,1.0,0.15023688577205055
94320.js,1.0,1.0,-1.0,0.3913203671895929,0.4448794306469566
94637.js,1.0,1.0,-1.0,1.0,0.07194430788361927
94705.js,1.0,1.0,-1.0,1.0,0.12209353913347196
94749.js,1.0,1.0,-1.0,1.0,0.1564640621416698
94934.js,1.0,1.0,-1.0,1.0,0.2085764626863479
94937.js,1.0,1.0,-1.0,1.0,0.2803288454444425
95059.js,1.0,1.0,-1.0,1.0,0.1098967455659645
95121.js,1.0,1.0,-1.0,0.9974457174120672,0.4580020592613372
95177.js,1.0,1.0,-1.0,0.9808426852246778,0.4755654569609274
95188.js,1.0,1.0,-1.0,1.0,0.16750513727791386
95239.js,1.0,1.0,-1.0,0.9954560591574132,0.21576175375273052
95304.js,1.0,1.0,-1.0,0.9893189585923464,0.43035636259760973
95349.js,0.6678111587982832,1.0,-1.0,0.6678111587982832,0.0066921203452591895
95354.js,0.6673673147661587,1.0,-1.0,0.6673673147661587,0.005236092508992905
95745.js,1.0,1.0,-1.0,0.9916666666666668,0.13205912890281402
95768.js,1.0,1.0,-1.0,1.0,0.29151697481940136
96010.js,0.9484396200814112,1.0,-1.0,0.9433335823378268,0.3253341818080491
96286.js,1.0,1.0,-1.0,1.0,0.33832659213124794
96412.js,1.0,1.0,-1.0,0.9715713434222364,0.2986153793171013
96460.js,1.0,1.0,-1.0,1.0,0.1554174680400523
96609.js,1.0,1.0,-1.0,1.0,0.3789986943934858
96866.js,1.0,1.0,-1.0,1.0,0.07134520206643412
96992.js,1.0,1.0,-1.0,0.9961089494163424,0.5461811769737356
971.js,1.0,1.0,-1.0,1.0,0.16173874084416226
97154.js,1.0,1.0,-1.0,1.0,0.32590394700028863
97999.js,1.0,1.0,-1.0,1.0,0.18577668333271666
9814.js,1.0,1.0,-1.0,1.0,0.22232390249394526
98605.js,1.0,1.0,-1.0,1.0,0.22348212152185867
98613.js,1.0,1.0,-1.0,1.0,0.17369473597638527
98791.js,1.0,1.0,-1.0,1.0,0.318965719842717
98893.js,1.0,1.0,-1.0,1.0,0.2676351854361069
98898.js,1.0,1.0,-1.0,1.0,0.4036215821086899
98983.js,1.0,1.0,-1.0,1.0,0.3985873999434184
99044.js,1.0,1.0,-1.0,1.0,0.4067812094301305
99156.js,1.0,1.0,-1.0,1.0,0.197731805223486
99288.js,1.0,1.0,-1.0,1.0,0.03152285806473993
99502.js,1.0,1.0,-1.0,1.0,0.16567557760157167
9958.js,1.0,1.0,-1.0,1.0,0.13726099121798924
99582.js,1.0,1.0,-1.0,1.0,0.2826870049415003
99601.js,1.0,1.0,-1.0,1.0,0.348223262724052
99986.js,1.0,1.0,-1.0,1.0,0.12088642012256096
99988.js,1.0,1.0,-1.0,1.0,0.10028769511517294
