FileName,jsjiami_unweighted,jsjiami_jsdec,jsjiami_illu,jsjiami_sd,jsjiami_recover_unweighted
33370.js,-1,-1,-1,-1,-1
33397.js,-1,-1,-1,-1,-1
33427.js,-1,-1,-1,-1,-1
33489.js,-1,-1,-1,-1,-1
3354.js,0.206528517,0.191455509,0.21821789,0.101518265,0.647150229
33586.js,-1,-1,-1,-1,-1
33599.js,-1,-1,-1,-1,-1
33613.js,-1,-1,-1,-1,-1
33634.js,-1,-1,-1,-1,-1
33835.js,-1,-1,-1,-1,-1
33895.js,-1,-1,-1,-1,-1
3391.js,0.189953874,0.170457297,0.169502347,0.086333169,0.569802882
34023.js,-1,-1,-1,-1,-1
34055.js,-1,-1,-1,-1,-1
34209.js,-1,-1,-1,-1,-1
34265.js,-1,-1,-1,-1,-1
34292.js,-1,-1,-1,-1,-1
34322.js,-1,-1,-1,-1,-1
34401.js,-1,-1,-1,-1,-1
34522.js,-1,-1,-1,-1,-1
34526.js,-1,-1,-1,-1,-1
34534.js,-1,-1,-1,-1,-1
34553.js,-1,-1,-1,-1,-1
34602.js,-1,-1,-1,-1,-1
34620.js,-1,-1,-1,-1,-1
34631.js,-1,-1,-1,-1,-1
3465.js,0.51066853,0.160364054,0.516662803,0.025970569,0.136978078
34651.js,-1,-1,-1,-1,-1
34848.js,-1,-1,-1,-1,-1
34903.js,-1,-1,-1,-1,-1
34939.js,-1,-1,-1,-1,-1
34947.js,-1,-1,-1,-1,-1
35296.js,-1,-1,-1,-1,-1
35349.js,-1,-1,-1,-1,-1
35400.js,-1,-1,-1,-1,-1
35504.js,-1,-1,-1,-1,-1
35540.js,-1,-1,-1,-1,-1
3558.js,0.407401705,0.428944398,0.441182753,0.33648361,0.546081721
35829.js,-1,-1,-1,-1,-1
35855.js,-1,-1,-1,-1,-1
35958.js,-1,-1,-1,-1,-1
35993.js,-1,-1,-1,-1,-1
36135.js,-1,-1,-1,-1,-1
36317.js,-1,-1,-1,-1,-1
36371.js,-1,-1,-1,-1,-1
36376.js,-1,-1,-1,-1,-1
36511.js,-1,-1,-1,-1,-1
36516.js,-1,-1,-1,-1,-1
3653.js,0.272727273,0.144337567,0.270147734,0.098703349,0.353553391
3659.js,0.188025358,0.167639627,0.202919862,0.086333169,0.755928946
36637.js,-1,-1,-1,-1,-1
36662.js,-1,-1,-1,-1,-1
36903.js,-1,-1,-1,-1,-1
37088.js,-1,-1,-1,-1,-1
37159.js,-1,-1,-1,-1,-1
3717.js,0.307389312,0.095899409,0.304963626,0.085479607,0.283069259
3718.js,0.32850216,0.139970842,0.345719413,0.076455285,0.296683052
37277.js,-1,-1,-1,-1,-1
37464.js,-1,-1,-1,-1,-1
37503.js,-1,-1,-1,-1,-1
37610.js,-1,-1,-1,-1,-1
37699.js,-1,-1,-1,-1,-1
37864.js,-1,-1,-1,-1,-1
37998.js,-1,-1,-1,-1,-1
38001.js,-1,-1,-1,-1,-1
3801.js,0.450762965,0.164464368,0.458371716,0.0414637,0.175342802
38031.js,-1,-1,-1,-1,-1
38090.js,-1,-1,-1,-1,-1
38102.js,-1,-1,-1,-1,-1
38161.js,-1,-1,-1,-1,-1
38177.js,-1,-1,-1,-1,-1
38295.js,-1,-1,-1,-1,-1
38411.js,-1,-1,-1,-1,-1
38472.js,-1,-1,-1,-1,-1
38577.js,-1,-1,-1,-1,-1
38607.js,-1,-1,-1,-1,-1
38617.js,-1,-1,-1,-1,-1
3873.js,0.199007438,0.156385811,0.183955916,0.094216833,0.472455591
38760.js,0.458041425,-1,0.530391387,0.228416096,0.718637971
38786.js,0.45591168,-1,0.500236855,0.218592829,0.635216296
38807.js,0.464597861,-1,0.529256124,0.224300154,0.65252644
38815.js,0.448117743,-1,0.49438593,0.218592829,0.635216296
38823.js,0.435738417,-1,0.489663893,0.218592829,0.640764142
3884.js,0.241988757,0.195142848,0.235929926,0.116143916,0.388290137
38872.js,0.424977783,-1,0.479734193,0.218592829,0.646459935
38970.js,0.452745588,-1,0.509416278,0.218592829,0.728492228
39025.js,0.447360147,-1,0.501232352,0.218592829,0.652310371
3924.js,0.273270933,0.284760714,0.288425739,0.152541539,0.625462792
39278.js,0.474106001,-1,0.550768517,0.221914587,0.668458517
39287.js,0.579860529,-1,-1,0.482300454,0.728985802
39463.js,0.457519839,-1,0.518014628,0.218592829,0.629810102
3949.js,0.223606798,0.187009833,0.213320458,0.108347268,0.553398591
39563.js,0.449644554,-1,0.503241307,0.218592829,0.702310248
39575.js,0.439989624,-1,0.495346836,0.218592829,0.646459935
39641.js,0.468191092,-1,0.537215309,0.224300154,0.716833825
39657.js,0.424331428,-1,0.476270363,0.218592829,0.694190781
39685.js,0.451187079,-1,0.502233816,0.218592829,0.640764142
39689.js,0.463183557,-1,0.526361356,0.224300154,0.657342198
39795.js,0.445110208,-1,0.500236855,0.218592829,0.719442283
39835.js,0.446606381,-1,0.496313368,0.218592829,0.646459935
39845.js,0.452745588,-1,0.513661487,0.218592829,0.694190781
39953.js,0.440710328,-1,0.496313368,0.218592829,0.624539631
39987.js,0.432288335,-1,0.485074627,0.218592829,0.629810102
40095.js,0.447360147,-1,0.507332767,0.218592829,0.719442283
40133.js,0.4639052,-1,0.542175978,0.218626782,0.643607305
40172.js,0.432288335,-1,0.489663893,0.218592829,0.694190781
40283.js,0.432288335,-1,0.487812605,0.218592829,0.719442283
4041.js,0.520391945,0.539142743,0.550977857,0.621502359,0.641436001
40486.js,0.43855876,-1,0.49153642,0.218592829,0.646459935
40512.js,0.467465776,-1,0.540293932,0.224300154,0.643204154
4075.js,0.530583617,0.53842559,-1,0.408825387,0.630679464
40938.js,0.440710328,-1,0.487812605,0.218592829,0.728492228
40984.js,0.442893877,-1,0.49438593,0.218592829,0.652310371
41114.js,0.451187079,-1,0.497285579,0.218592829,0.652310371
41351.js,0.440710328,-1,0.505274614,0.218592829,0.658322575
41427.js,0.443628971,-1,0.500236855,0.218592829,0.635216296
41525.js,0.429586507,-1,0.475416066,0.218592829,0.646459935
4165.js,0.496092101,0.508428673,-1,0.51099837,0.572157777
41703.js,0.428918928,-1,0.486894801,0.218592829,0.646459935
41746.js,0.442893877,-1,0.49153642,0.218592829,0.635216296
41759.js,0.456713636,-1,0.512590242,0.218592829,0.646459935
41785.js,0.457652808,-1,0.5143445,0.224300154,0.65252644
41931.js,0.476399051,-1,0.550951644,0.224300154,0.657342198
41949.js,0.448117743,-1,0.503241307,0.218592829,0.728492228
42393.js,0.461086111,-1,0.522574534,0.224300154,0.657342198
42462.js,0.433658508,-1,0.483274715,0.218592829,0.710721449
42466.js,0.448117743,-1,0.505274614,0.218592829,0.646459935
42622.js,0.46439851,-1,0.528415993,0.228416096,0.6576267
42641.js,0.439272444,-1,0.483274715,0.218592829,0.629810102
42720.js,0.433658508,-1,0.481494691,0.218592829,0.629810102
42722.js,0.439989624,-1,0.49438593,0.218592829,0.640764142
42892.js,0.451964318,-1,0.504254886,0.218592829,0.646459935
42984.js,0.443628971,-1,0.506300553,0.218592829,0.635216296
43082.js,0.445856411,-1,0.49438593,0.218592829,0.640764142
43405.js,0.460131359,-1,0.523572481,0.228416096,0.711626701
43492.js,0.430931069,-1,0.48238224,0.218592829,0.652310371
43566.js,0.460787879,-1,0.514739477,0.218592829,0.629810102
43851.js,0.430257212,-1,0.487812605,0.218592829,0.635216296
43891.js,0.445110208,-1,0.503241307,0.218592829,0.710721449
43898.js,0.451964318,-1,0.508371321,0.218592829,0.635216296
43931.js,0.439272444,-1,0.499247265,0.218592829,0.658322575
43981.js,0.432971796,-1,0.485074627,0.218592829,0.702310248
44079.js,0.423688014,-1,0.476270363,0.218592829,0.640764142
44114.js,0.433658508,-1,0.493430594,0.218592829,0.719442283
44122.js,0.46512131,-1,0.532389101,0.228416096,0.643171601
44139.js,0.442893877,-1,0.500236855,0.218592829,0.640764142
44169.js,0.47368469,-1,0.558645998,0.205437716,0.678317522
44293.js,0.431608102,-1,0.488735619,0.218592829,0.719442283
44333.js,0.428254452,-1,0.48238224,0.218592829,0.640764142
44354.js,0.519515401,-1,-1,0.482300454,0.723940004
44431.js,0.439272444,-1,0.488735619,0.218592829,0.635216296
44471.js,0.43855876,-1,0.498263526,0.218592829,0.624539631
44473.js,0.451964318,-1,0.507332767,0.218592829,0.646459935
44518.js,0.455113933,-1,0.515824282,0.218592829,0.635216296
44553.js,0.428254452,-1,0.477992865,0.218592829,0.640764142
44575.js,0.439272444,-1,0.499247265,0.218592829,0.640764142
44576.js,0.450413835,-1,0.511525671,0.218592829,0.646459935
44624.js,0.441434586,-1,0.496313368,0.218592829,0.629810102
44685.js,0.439272444,-1,0.492480775,0.218592829,0.635216296
448.js,-1,-1,-1,-1,-1
44963.js,0.449644554,-1,0.509416278,0.218592829,0.635216296
45063.js,0.443628971,-1,0.493430594,0.218592829,0.635216296
45101.js,0.447119475,-1,0.536248253,0.227119941,0.674199862
45107.js,0.448117743,-1,0.503241307,0.218592829,0.646459935
45154.js,0.459964308,-1,0.511525671,0.218592829,0.702310248
45220.js,0.448117743,-1,0.501232352,0.218592829,0.640764142
45243.js,0.436438399,-1,0.495346836,0.218592829,0.635216296
45324.js,0.454295075,-1,0.518868285,0.224300154,0.723827491
45333.js,0.452315567,-1,0.51704449,0.224300154,0.70343388
45502.js,0.501362076,0.5008773,-1,0.308111761,0.69631619
45730.js,-1,-1,-1,-1,-1
45861.js,-1,-1,-1,-1,-1
45919.js,-1,-1,-1,-1,-1
46.js,0.487795277,-1,0.490831618,0.416698844,0.551721523
46063.js,-1,-1,-1,-1,-1
46104.js,-1,-1,-1,-1,-1
46111.js,-1,-1,-1,-1,-1
46413.js,-1,-1,-1,-1,-1
46432.js,0.325562257,-1,0.337433528,0.182574186,0.59947894
4654.js,0.270736827,0.281240191,0.286131692,0.142442462,0.776898596
46572.js,-1,-1,-1,-1,-1
4676.js,0.423378222,-1,0.452437952,0.321360479,0.709952293
46860.js,-1,-1,-1,-1,-1
47010.js,-1,-1,-1,-1,-1
47021.js,-1,-1,-1,-1,-1
47113.js,-1,-1,-1,-1,-1
47154.js,0.495264994,-1,0.53715834,0.306204707,0.69231097
47250.js,-1,-1,-1,-1,-1
47289.js,0.188561808,0.196589275,0.199875117,0.101518265,0.703526471
47526.js,-1,-1,-1,-1,-1
47656.js,0.172773685,0.180090068,0.183597018,0.093250481,0.833333333
48874.js,-1,-1,-1,-1,-1
48940.js,-1,-1,-1,-1,-1
49340.js,0.368965319,0.329690237,0.388752225,0.097892613,0.584731286
49662.js,0.474087081,0.486339412,0.513560818,0.312862464,0.740958574
49680.js,0.225302955,0.23570226,0.237022732,0.120385853,0.8
49711.js,0.555066609,-1,-1,0.271658705,0.723375485
50055.js,0.445282543,0.397847152,0.444457966,0.515749043,0.63649883
50084.js,0.514783748,0.527174127,0.540638386,0.559107122,0.664082043
50145.js,0.450009799,0.463310248,0.440200802,0.618373455,0.685357158
50382.js,0.410046694,0.428306437,0.394627572,0.208321256,-1
50435.js,0.437102188,0.457213027,-1,0.431820276,0.661094551
50453.js,0.472711445,0.493484568,-1,0.405549455,0.668673212
50529.js,0.348803043,0.364405444,0.359506567,0.134595476,0.656392462
50562.js,0.340870358,0.355928236,0.349556345,0.107778298,0.629836657
50570.js,0.333759319,0.348803043,0.343564748,0.134595476,0.663488803
50605.js,0.404053746,0.414144439,0.452890968,0.408941243,0.687663903
50674.js,0.425166379,0.425536839,0.428897077,0.378801186,0.603071006
50721.js,0.439165868,0.451823047,-1,0.441461222,0.708791393
50732.js,0.42539792,0.44000239,-1,0.354836767,0.655033957
51042.js,0.519152522,-1,0.534690932,0.483653326,0.710579572
51051.js,0.498053427,-1,0.656736073,0.48623465,0.752978794
51153.js,0.542528701,-1,0.594727913,0.336178465,0.82003597
51297.js,0.466290536,-1,0.459337462,0.320079042,0.654593825
51515.js,0.443526473,-1,0.474229604,0.298530582,0.65697727
51803.js,0.783281081,0.797395389,0.792606184,0.020982998,0.930994941
51903.js,0.800807552,0.812167092,0.812167092,0.021117076,0.930284536
5191.js,0.289885518,0.302198943,0.31388241,0.161738741,0.562731434
51915.js,0.777035421,0.790008529,0.790008529,0.022211941,0.918726394
51925.js,0.814374815,0.826740081,0.822744766,0.019550613,0.934975451
51930.js,0.775110529,0.787776573,0.790385112,0.022056066,0.924024457
52115.js,0.508149547,0.527846651,0.524666823,0.039762139,0.754763672
5217.js,0.420495739,0.432368745,0.485353557,0.381362926,0.549729249
52191.js,0.533333333,0.555472687,0.548543442,0.037300192,0.777227378
52286.js,0.514727594,0.534561359,0.534561359,0.039317855,0.764456145
52340.js,0.54118559,0.563881977,0.551818936,0.036575848,0.785019474
524.js,-1,-1,-1,-1,-1
52423.js,0.57128848,0.595818362,0.58705585,0.033770007,0.806631556
5246.js,0.515395234,0.52885638,0.573639982,0.361923684,0.634707045
52707.js,0.476449834,-1,0.484218225,0.326882508,0.63258728
52733.js,0.471833656,-1,0.467459838,0.438685264,0.638906873
52883.js,0.546999208,-1,0.576696111,0.411237751,0.680684483
52943.js,0.401843781,-1,0.414582597,0.203310025,0.551974688
53065.js,0.297731611,0.312009984,0.311315857,0.150424054,0.738173244
53075.js,0.483608723,-1,-1,0.559641085,0.648991996
53082.js,-1,-1,-1,-1,-1
53399.js,0.481640237,-1,0.512770518,0.410380111,0.651016937
53620.js,0.467061169,-1,0.520975858,0.322491246,0.640452257
53628.js,0.508036359,-1,0.548231115,0.32081507,0.648279335
53659.js,0.487130491,-1,0.528359407,0.249973301,0.662222391
53667.js,0.47903109,-1,0.536820862,0.327212476,0.549215323
53673.js,0.471939904,-1,-1,0.299178626,0.5764932
53701.js,0.456342352,-1,0.509714555,0.307137533,0.552785561
53741.js,0.490846345,-1,0.539934885,0.284969699,0.611101952
53868.js,0.471212071,-1,0.516374801,0.479183022,0.617197429
5396.js,0.587295465,-1,-1,0.443627757,0.743024778
53980.js,0.456821384,-1,0.500801925,0.224300154,0.595139701
54129.js,0.49174737,-1,-1,0.361265031,0.592372917
