FileName,jsjiami_unweighted,jsjiami_jsdec,jsjiami_illu,jsjiami_sd,jsjiami_recover_unweighted
54354.js,0.52829817,-1,-1,0.318354088,0.616187304
54409.js,0.446628124,-1,0.508683256,0.274403322,0.557807785
54693.js,0.50411989,-1,-1,0.333485854,0.649422477
54815.js,0.523304052,-1,0.578080269,0.392488377,0.673721537
54985.js,0.50275455,-1,-1,0.368675747,0.621929422
55287.js,0.487853258,-1,0.527270504,0.29887066,0.632598735
55447.js,0.535701029,-1,-1,0.544856746,0.656378033
55460.js,0.458913161,-1,0.472499147,0.207223291,0.624254789
55478.js,0.512834757,-1,-1,0.306204707,0.614037016
55560.js,0.496140666,-1,0.554126917,0.457850772,0.607870516
55570.js,0.534035148,-1,0.569514247,0.320537236,0.696224256
5565.js,0.30023465,0.307920144,0.344862351,0.162520902,0.740797197
55685.js,0.524205107,-1,-1,0.286869368,0.771357901
55856.js,0.528665776,-1,0.623412282,0.480125369,0.694528294
55876.js,0.478661279,-1,-1,0.42032555,0.59997284
55879.js,0.476057224,-1,0.50216012,0.266326996,0.562546551
56064.js,0.538413115,-1,-1,0.289828103,0.6576267
56095.js,0.507426666,-1,0.571134163,0.315714326,0.636341359
56372.js,0.472122221,-1,0.481046227,0.328869089,0.671867369
56410.js,0.46140587,-1,0.525576665,0.322191284,0.609132556
56547.js,0.561953256,-1,-1,0.575468575,0.709253393
56601.js,0.465669104,-1,-1,0.32931652,0.62234923
56923.js,0.520276018,-1,0.573539335,0.381134042,0.639008384
57025.js,0.227071858,-1,0.210689005,0.208738159,0.568041452
57145.js,-1,-1,-1,-1,-1
57223.js,0.550360407,-1,-1,0.507189149,0.675891028
57320.js,0.162650012,0.135612701,0.174077656,0.068100522,0.676123404
57339.js,1,-1,1,0.065938047,1
57449.js,0.404062057,0.415524887,0.401541548,0.327902449,0.620521987
57481.js,0.397074804,-1,0.393744299,0.245094892,0.640884237
57567.js,0.623302292,-1,1,0.137612492,-1
5758.js,0.46300266,0.471569277,0.494252918,0.478199695,0.703001156
57583.js,0.516610047,-1,-1,0.329217707,0.6920821
57591.js,0.414510666,-1,-1,0.234554108,0.582323232
57617.js,0.331813338,0.343498506,-1,0.239099847,0.634440365
57674.js,0.111111111,-1,0.118678166,0.026919095,0
57698.js,0.427086171,-1,0.4667677,0.25436154,0.56577895
57973.js,-1,-1,-1,-1,-1
58032.js,-1,-1,-1,-1,-1
58229.js,0.454545455,0.463589375,0.53935989,0.352087694,0.789706505
58412.js,0.355334527,-1,0.36004115,0.278298339,0.564524496
58550.js,0.380766697,0.397034462,0.341155884,0.21133347,0.675337753
58570.js,0.356253703,0.368809478,0.412232279,0.209972575,0.66552648
58685.js,0.549872123,0.560724566,-1,0.353821012,0.665340426
58800.js,0.42897158,-1,0.461752259,0.222784016,0.586145491
58819.js,0.227625727,-1,0.239731651,0.084270097,0.676123404
58829.js,0.342472238,-1,0.392012165,0.227672398,0.796582186
58867.js,0.483482394,-1,-1,0.384201447,0.600681828
58897.js,0.409090909,0.419020327,0.473922191,0.216130266,0.630812281
59029.js,0.392006265,-1,0.441918619,0.232070986,0.5183357
5905.js,0.480180346,0.490209291,0.523696774,0.574027394,0.748126947
59093.js,0.428048728,-1,0.471120366,0.324067823,0.538236374
59099.js,0.44617006,-1,0.522957101,0.302607534,0.551446795
59106.js,0.557668806,0.573363927,-1,0.550396519,0.687923316
59296.js,0.500849913,-1,0.52236169,0.432414618,0.663720947
59309.js,0.484516354,-1,0.526118513,0.273319515,0.807922376
59355.js,1,-1,1,0.065938047,1
59383.js,0.456383298,-1,0.483222686,0.172965847,0.658088754
59534.js,0.139686059,0.145864991,0.148658829,0.076138699,0.816496581
59540.js,0.337520921,-1,0.353835579,0.164098968,0.40730654
59559.js,0.150329206,0.15713484,0.15665209,0.076138699,0.816496581
59875.js,0.284088826,-1,0.340620169,0.149533436,0.955533086
6010.js,0.428801781,0.400916636,0.447227361,0.265914671,0.603067167
60128.js,0.691564075,-1,-1,0.119070121,1
60326.js,0.229094897,0.239187295,0.238061701,0.071221231,-1
60393.js,0.423518165,0.439572933,0.440519269,0.183248516,0.648672467
60820.js,0.36421789,0.379694741,0.388595044,0.223827644,0.642261629
61022.js,0.43643578,-1,0.562859802,0.271318976,0.770092091
61201.js,0.493224447,0.501366446,0.513778285,0.383640842,0.624945635
61254.js,0.755742182,-1,0.790911579,0.089280538,0.755742182
61443.js,0.415004851,0.424685566,0.513767486,0.273861279,0.690053558
61535.js,0.26789986,0.260874597,0.283220592,0.137612492,0.770053541
61596.js,0.491575567,-1,0.568565053,0.238109615,0.677596695
61603.js,0.463160746,0.477571742,0.474712663,0.262044032,0.638197647
61618.js,0.166205624,0.173032135,0.176226844,0.085125653,0.845154255
61642.js,0.308588707,-1,0.316979056,0.203308979,0.577615535
6175.js,0.478626742,0.494917356,-1,0.515279843,-1
61757.js,0.39158614,0.404736562,0.413924691,0.21480429,0.56348858
61902.js,0.328008435,0.336292781,0.455741658,0.317331391,0.538638635
61999.js,0.471686857,-1,0.536362338,0.303043348,0.683318142
62021.js,0.6770032,-1,1,0.043958698,0.288675135
62048.js,0.412852917,0.419920627,0.435185185,0.230783166,0.682288239
62277.js,0.444569895,0.45281998,0.507026538,0.332886101,0.816625234
62461.js,0.298060298,0.309154685,0.33707097,0.132104848,0.353553391
62479.js,0.444740364,0.45356636,0.510407292,0.29805774,0.633405048
62519.js,0.453438852,0.468494845,0.5,0.233126202,0.68412805
62758.js,0.482356575,0.498774138,0.48990426,0.164845118,0.59980278
6279.js,0.457346354,0.476488002,0.463375146,0.148377755,0.891427427
62802.js,0.350187759,0.352765777,0.454421133,0.238839755,0.752824502
62914.js,0.519613873,-1,0.512205393,0.483831581,0.690925125
63048.js,0.339439618,0.344395203,0.221107611,0.337783711,0.18970956
63155.js,0.383443096,-1,0.456881446,0.29208115,0.627737249
63225.js,0.328463264,0.341936558,0.368122288,0.155524616,0.732469219
63230.js,0.382514296,0.392677736,0.463035279,0.246784325,0.716928179
63301.js,0.355662377,0.36408612,0.38095311,0.31701608,0.73233885
634.js,0.326043196,0.337817478,0.357116303,0.255608489,0.671286386
63457.js,0.302407368,0.314557047,-1,0.148684903,0.553225608
63628.js,0.467501786,-1,0.515661645,0.361912279,0.616199162
63674.js,0.487227196,0.483632183,-1,0.290045145,0.688390031
6370.js,0.386164223,0.401419283,0.402373908,0.208922866,0.76742138
63757.js,0.430695204,0.446729286,0.492204149,0.335467176,0.604205038
63819.js,0.433012702,-1,1,0.076138699,1
64206.js,0.326705131,0.334436176,0.365438517,0.271869534,1
6422.js,0.337649713,0.340016267,0.355539204,0.216148239,0.749658792
64731.js,0.399917381,-1,0.377041002,0.198626524,0.759554525
6476.js,0.522920497,0.531159609,0.537598142,0.514728717,0.750578854
6500.js,0.523305915,0.530441526,-1,0.318783395,-1
65036.js,0.405823035,0.413296073,0.520486905,0.350119078,0.631752921
65052.js,0.438117854,0.44752817,0.562014391,0.425811141,0.653789208
65219.js,0.467863664,0.479682978,0.482903506,0.303591039,0.743211371
65267.js,0.374087812,0.388514345,0.395901531,0.25935632,0.570323432
65321.js,0.394795412,0.410115086,0.39906411,0.261213611,0.552721287
65459.js,0.496933303,-1,-1,0.319186687,0.649879663
65527.js,-1,-1,-1,-1,-1
65727.js,0.46708502,-1,0.496260531,0.601546856,0.845845447
6586.js,0.545740217,0.556926018,-1,0.610064402,0.672202455
65944.js,-1,-1,-1,-1,-1
66106.js,0.633622717,-1,-1,0.623657825,0.811385968
66225.js,0.555434265,-1,0.578071054,0.674145594,0.671591142
66323.js,0.611347614,-1,0.663891113,0.527918921,0.765691762
66363.js,0.5269325,-1,0.542473513,0.44535962,0.703183203
66365.js,0.432735308,-1,0.469453538,0.434631515,0.661612633
66377.js,0.486213079,-1,0.524674734,0.271561815,0.643028775
66386.js,-1,-1,-1,-1,-1
66394.js,0.442129759,-1,0.44356088,0.326376683,0.606315638
66399.js,0.415356161,0.424749131,0.437532014,0.527779049,0.786734602
66502.js,0.426563596,-1,-1,0.385909276,0.602434857
66680.js,0.574283602,-1,-1,0.548436565,-1
6669.js,-1,-1,-1,-1,-1
66716.js,-1,-1,-1,-1,-1
66856.js,-1,-1,-1,-1,-1
66877.js,0.15089291,0.157956006,0.157018573,0.093250481,0.721687836
66945.js,0.191455509,0.199875117,0.202159478,0.101518265,0.703526471
67353.js,0.274906437,0.285283892,0.296283855,0.073151696,0.572656287
67476.js,0.368935442,-1,0.388281254,0.102292561,0.60782444
67544.js,0.354950873,-1,0.383390761,0.071290885,0.609218565
67662.js,-1,-1,-1,-1,-1
67717.js,0.324635906,-1,0.341531185,0.160872363,0.568057282
67724.js,0.351987676,0.361904762,0.325139343,0.236758844,0.801297816
67737.js,0.400777155,0.415089429,0.408846457,0.379478863,0.664504363
67871.js,-1,-1,-1,-1,-1
67918.js,0.28520118,0.297559518,0.297559518,0.156963949,0.846809798
67961.js,0.409972791,0.428280181,0.409245506,0.225288328,0.628618557
67981.js,0.225788379,0.235586122,0.233864398,0.088465174,0.527046277
68040.js,0.405756815,0.419621356,0.424406247,0.293706299,0.670498631
6806.js,0.45667313,-1,-1,0.266485446,0.770140607
68119.js,-1,-1,-1,-1,-1
68137.js,-1,-1,-1,-1,-1
68181.js,-1,-1,-1,-1,-1
68198.js,-1,-1,-1,-1,-1
68538.js,-1,-1,-1,-1,-1
68564.js,-1,-1,-1,-1,-1
68706.js,0.464505746,0.477197671,-1,0.282452046,0.786862152
68773.js,-1,-1,-1,-1,-1
68856.js,0.316227766,0.328394789,0.328394789,0.178561076,-1
69198.js,0.296434941,0.310078657,0.309385743,0.137105631,0.620505228
69216.js,0.147844254,0.15430335,0.155230105,0,1
69246.js,0.147699048,0.153429103,0.193046836,0.093250481,0.721687836
6944.js,-1,-1,-1,-1,-1
69469.js,-1,-1,-1,-1,-1
69472.js,0.151306883,0.157956006,0.188982237,0.093250481,0.577350269
69578.js,0.394660323,0.394060869,0.414865146,0.288803835,0.710584947
69604.js,0.177238857,0.18516402,0.184114924,0.093250481,0.721687836
69635.js,0.350124959,-1,0.369064112,0.112963237,0.593665751
69705.js,0.243076396,0.220117775,0.256344723,0.14276006,0.588348405
6973.js,-1,-1,-1,-1,-1
69826.js,0.574422458,-1,-1,0.314613398,0.671823647
7002.js,-1,-1,-1,-1,-1
70040.js,-1,-1,-1,-1,-1
70143.js,-1,-1,-1,-1,-1
70353.js,0.220326325,0.230021853,0.232495277,0.084270097,0.821583836
70364.js,0.282958229,0.293197736,0.301232038,0.080590947,0.71474169
70436.js,-1,-1,-1,-1,-1
70645.js,-1,-1,-1,-1,-1
70748.js,0.352425626,0.367352823,0.369274473,0.219455087,0.769948383
70775.js,0.234333213,0.243855977,0.251322679,0.099688957,0.607830674
70800.js,-1,-1,-1,-1,-1
70848.js,0.342962269,-1,0.358630635,0.099861878,0.727430078
7092.js,-1,-1,-1,-1,-1
7096.js,-1,-1,-1,-1,-1
71032.js,0.26883338,0.280900324,0.281581295,0.087917396,0.632771997
71077.js,0.258815853,0.270030862,0.270736827,0.111919078,0.868599036
71214.js,-1,-1,-1,-1,-1
7167.js,0.336685525,-1,0.345865748,0.251257706,0.590909091
71688.js,0.510904402,-1,-1,0.450096761,0.672665296
71716.js,0.63327561,-1,-1,0.240413763,0.851867627
71738.js,0.189618185,0.196946386,0.227139509,0.108347268,0.422577127
71744.js,0.145864991,0.152057184,0.155230105,0.076138699,0.816496581
71750.js,0.148249863,0.154764647,0.154764647,0.076138699,0.816496581
71963.js,-1,-1,-1,-1,-1
72068.js,0.27662563,0.262048713,0.290127408,0.167505137,0.448358831
72075.js,-1,-1,-1,-1,-1
72259.js,0.509188622,-1,0.542037982,0.464570408,0.638117228
72273.js,0.572421105,-1,-1,0.523034624,0.705941496
72470.js,0.539015417,-1,-1,0.43219554,0.673612005
72581.js,0.500438325,-1,-1,0.400409686,0.712306166
72663.js,-1,-1,-1,-1,-1
72777.js,0.193460333,0.201581052,0.204523997,0.101518265,0.777777778
72873.js,-1,-1,-1,-1,-1
73020.js,-1,-1,-1,-1,-1
73103.js,0.40180043,-1,0.43097329,0.190687362,0.728492228
73109.js,0.505900605,-1,0.522613734,0.186116819,0.75200245
73132.js,0.434053436,-1,0.451606512,0.139875721,0.84407222
73187.js,0.519309201,-1,0.524245041,0.368758305,0.734015177
73243.js,0.463280122,-1,0.514880864,0.420506998,0.534082048
73244.js,0.456539345,-1,0.512866271,0.389746916,0.590707681
7325.js,0.482033837,-1,0.524572523,0.254494825,0.645397737
73300.js,0.21873932,0.182336922,0.231931804,0.114783407,0.544949261
73351.js,-1,-1,-1,-1,-1
73402.js,-1,-1,-1,-1,-1
73432.js,0.542079749,-1,-1,0.244104178,0.698068959
73442.js,0.406637232,0.419518083,0.441248752,0.376060135,0.622210294
73458.js,-1,-1,-1,-1,-1
73592.js,-1,-1,-1,-1,-1
73803.js,-1,-1,-1,-1,-1
73809.js,-1,-1,-1,-1,-1
73836.js,-1,-1,-1,-1,-1
73964.js,-1,-1,-1,-1,-1
74224.js,-1,-1,-1,-1,-1
74229.js,-1,-1,-1,-1,-1
74239.js,-1,-1,-1,-1,-1
74289.js,-1,-1,-1,-1,-1
74293.js,-1,-1,-1,-1,-1
74771.js,-1,-1,-1,-1,-1
7487.js,-1,-1,-1,-1,-1
74944.js,-1,-1,-1,-1,-1
7496.js,-1,-1,-1,-1,-1
74971.js,-1,-1,-1,-1,-1
74995.js,-1,-1,-1,-1,-1
75102.js,-1,-1,-1,-1,-1
75105.js,-1,-1,-1,-1,-1
75299.js,-1,-1,-1,-1,-1
75611.js,-1,-1,-1,-1,-1
75651.js,-1,-1,-1,-1,-1
75749.js,-1,-1,-1,-1,-1
75809.js,-1,-1,-1,-1,-1
75852.js,-1,-1,-1,-1,-1
7605.js,-1,-1,-1,-1,-1
76140.js,-1,-1,-1,-1,-1
76186.js,-1,-1,-1,-1,-1
76256.js,-1,-1,-1,-1,-1
76359.js,-1,-1,-1,-1,-1
7636.js,-1,-1,-1,-1,-1
76371.js,-1,-1,-1,-1,-1
76432.js,-1,-1,-1,-1,-1
76534.js,-1,-1,-1,-1,-1
76647.js,-1,-1,-1,-1,-1
76686.js,-1,-1,-1,-1,-1
76762.js,-1,-1,-1,-1,-1
76775.js,-1,-1,-1,-1,-1
76806.js,-1,-1,-1,-1,-1
76895.js,-1,-1,-1,-1,-1
77301.js,-1,-1,-1,-1,-1
7745.js,0.498438952,-1,0.583507611,0.412425258,0.635619581
7775.js,0.485710173,0.495625632,0.526416128,0.675087879,0.646273939
78018.js,0.387350603,-1,0.455953802,0.30352415,0.537144131
78361.js,0.410668539,-1,0.49303782,0.30352415,0.563653671
78393.js,0.402099251,-1,0.486906161,0.30352415,0.530257383
78604.js,0.414512634,-1,0.492181107,0.30352415,0.571087258
78626.js,0.417219253,-1,0.496912127,0.30352415,0.533667434
78937.js,0.386267103,-1,0.466196133,0.30352415,0.575749273
79119.js,0.384658767,-1,0.456650447,0.30352415,0.575749273
79406.js,0.406957137,-1,0.496409457,0.305763309,0.563207227
79496.js,0.409410745,-1,0.496912127,0.30352415,0.563653671
79573.js,-1,-1,-1,-1,-1
79644.js,0.399484731,-1,0.40555404,0.311861003,0.594370552
79783.js,0.495103962,-1,0.545121411,0.557868311,0.599753239
79806.js,0.522618766,-1,0.477135543,0.382478743,0.725768568
79827.js,0.391936628,-1,0.406077267,0.233965474,0.685784362
80041.js,0.246914582,0.257539377,0.25968856,0.081395693,0.755928946
80045.js,0.532103145,-1,-1,0.193124256,0.684653224
80055.js,0.509249754,-1,-1,0.565053509,0.670280063
80121.js,0.479294385,-1,0.490206549,0.281996325,0.730542759
80142.js,-1,-1,-1,-1,-1
80144.js,-1,-1,-1,-1,-1
80212.js,-1,-1,-1,-1,-1
80227.js,-1,-1,-1,-1,-1
80246.js,-1,-1,-1,-1,-1
80280.js,-1,-1,-1,-1,-1
80349.js,-1,-1,-1,-1,-1
80408.js,-1,-1,-1,-1,-1
80522.js,-1,-1,-1,-1,-1
80657.js,-1,-1,-1,-1,-1
80761.js,0.415825279,-1,0.429668924,0.285054449,0.646632301
80781.js,0.469566419,-1,0.479256252,0.450373154,0.636854098
80976.js,-1,-1,-1,-1,-1
81381.js,0.544987774,-1,-1,0.398162174,0.707007771
81439.js,0.442037677,-1,0.459986713,0.330720311,0.67343503
81583.js,0.5312493,-1,-1,0.527073502,0.615667872
81680.js,0.464738045,-1,0.484928645,0.286605752,0.607830674
81791.js,0.447806039,-1,0.473687365,0.309717108,0.709138967
8184.js,0.286512744,-1,0.292684704,0.137979014,0.817423891
81895.js,0.469198927,-1,0.485659816,0.290759459,0.647814533
81923.js,0.512829356,-1,-1,0.484921945,0.581060603
81975.js,0.479589209,-1,-1,0.391608399,0.586025798
82065.js,0.501375424,-1,-1,0.317488792,0.621320266
82079.js,0.522000159,-1,0.563477331,0.411479456,0.632562374
82121.js,0.480651443,-1,0.501556828,0.326761916,0.70458068
82246.js,0.51262373,-1,0.534811963,0.350187082,0.662134187
82363.js,0.502090371,-1,0.568553941,0.401296148,0.559494011
82510.js,0.553144237,-1,0.616537951,0.311659637,0.597732319
82835.js,0.443019556,-1,0.424501959,0.383945844,0.589788065
82848.js,0.451343958,-1,0.473286798,0.365758478,0.677870241
82951.js,0.279321145,-1,0.268417502,0.238646636,0.463707766
83022.js,0.53026838,-1,0.552707009,0.485927183,0.672644613
83042.js,0.337349542,-1,0.351191056,0.183161243,0.601133397
83083.js,0.102597835,-1,0.107832773,0.026919095,-1
83096.js,0.517845461,-1,0.559907201,0.552096374,0.636294341
83154.js,0.589020245,-1,0.606894223,0.089989976,0.784140598
83287.js,0.503408965,-1,0.51530885,0.089989976,0.626785296
83488.js,0.498621038,-1,0.522091787,0.263944516,0.696728298
83510.js,0.490453856,-1,0.499550779,0.12652235,0.631966305
83582.js,0.482497851,-1,0.493388348,0.12652235,0.615528831
83628.js,0.491706112,-1,0.510809444,0.263944516,0.688339627
83803.js,0.492472818,-1,0.510172483,0.263944516,0.674243798
83881.js,0.505296152,-1,-1,0.503550848,0.711598853
83941.js,0.57163283,-1,-1,0.404151422,0.793614646
83992.js,0.460215598,-1,0.488173726,0.258978905,0.604987808
84008.js,0.409357757,-1,0.419175884,0.400490156,0.577521972
84075.js,0.378716642,0.395628284,0.395628284,0.215726313,0.69047619
8420.js,-1,-1,-1,-1,-1
84203.js,0.177238857,0.18516402,0.187867287,0.093250481,0.721687836
8424.js,0.146176337,0.151724282,0.193046836,0.093250481,0.833333333
84248.js,0.489811193,0.496281548,-1,0.441969868,0.647002618
84337.js,0.23267002,-1,0.247016091,0.138443731,0.376386326
84365.js,0.384540268,-1,-1,0.163154354,0.688141387
84574.js,-1,-1,-1,-1,-1
84607.js,-1,-1,-1,-1,-1
84732.js,-1,-1,-1,-1,-1
84770.js,-1,-1,-1,-1,-1
84901.js,0.460526316,-1,0.475629534,0.240176962,0.609026336
84950.js,0.204124145,-1,0.2133948,0.109896746,0.43519414
84966.js,0.507834501,-1,0.548158128,0.57144336,0.639299522
85252.js,-1,-1,-1,-1,-1
85373.js,0.318896402,-1,0.334107628,0.116563101,0.529812943
85388.js,0.252101397,0.26218941,0.266297066,0.139739324,0.468292906
85464.js,-1,-1,-1,-1,-1
85769.js,0.453707122,0.467815364,0.490970824,0.388232711,0.746202507
85776.js,0.35864269,0.368594313,0.392519687,0.340528564,0.691291127
86047.js,0.330424024,0.34419755,0.342742163,0.218088474,0.563300712
86050.js,0.402056569,0.409752905,0.438940722,0.309228543,0.636806338
86060.js,0.471774973,0.482341667,-1,0.502884655,0.691867992
86065.js,0.448889937,0.458092045,0.500425713,0.46431375,0.634518361
86229.js,-1,-1,-1,-1,-1
86235.js,0.347361442,0.358928484,0.368657306,0.195865187,0.569887851
86436.js,0.347182537,0.360802677,0.367287454,0.201444062,0.385758375
86504.js,0.338666173,0.352948715,0.35127199,0.201444062,0.701862406
86507.js,0.313659805,0.324932594,0.32361973,0.231566812,0.335578028
86715.js,0.355110181,0.36265926,0.403628048,0.40114832,0.779228081
86735.js,0.433356756,0.440734231,-1,0.535887462,0.561637108
86811.js,0.390014245,0.394676109,0.406617959,0.210675243,0.738024966
86832.js,0.551932852,0.561504532,0.5964949,0.474091868,0.619073197
86969.js,0.477412779,0.487327539,0.557303577,0.613986271,0.71213448
87032.js,0.141534629,0.148087219,0.148872834,0.093250481,0.516397779
87083.js,0.170664037,0.178174161,0.18057878,0.093250481,0.516397779
87103.js,0.314120561,0.328561609,0.33102894,0.150424054,0.701240892
87319.js,0.341101257,0.31785735,0.372690932,0.083716403,0.632276273
87347.js,0.366563792,0.270849482,0.437964628,0.073466328,0.600386469
87349.js,0.376548773,0.388485714,0.403835726,0.055566057,0.644065396
87389.js,0.400259,-1,0.438085366,0.136371514,0.637460997
87599.js,0.4050641,0.415953139,0.443860422,0.051524241,0.679073759
87656.js,-1,-1,-1,-1,-1
87741.js,0.429951472,0.444571541,0.478237249,0.319260174,0.600381316
87771.js,-1,-1,-1,-1,-1
878.js,-1,-1,-1,-1,-1
87836.js,-1,-1,-1,-1,-1
87868.js,0.229415734,0.239045722,0.242535625,0.120385853,0.730296743
87950.js,0.306970307,0.321520649,0.318181818,0.148055023,0.59947894
88026.js,0.586851182,0.598661087,-1,0.448947998,0.718613977
88048.js,-1,-1,-1,-1,-1
88097.js,-1,-1,-1,-1,-1
88158.js,-1,-1,-1,-1,-1
88228.js,-1,-1,-1,-1,-1
88245.js,0.203615741,0.212814133,0.21223818,0.098907071,0.649519053
88281.js,0.338445645,0.338667005,0.35,0.215352761,0.468521286
88292.js,-1,-1,-1,-1,-1
88338.js,0.366345833,0.361692631,0.382743817,0.226652239,0.509901951
8835.js,-1,-1,-1,-1,-1
88368.js,0.578512397,0.592268774,-1,0.692169989,0.754958908
88502.js,0.197545919,0.206835076,0.206284249,0.10767638,0.782623792
88562.js,0.414398618,0.389258471,0.733720683,0.387254964,0.815295474
88584.js,0.342928564,0.343629424,0.351837283,0.215352761,0.486664263
88669.js,0.472805429,0.452959616,0.486924925,0.357136646,0.588612476
88692.js,0.378517862,-1,0.408389724,0.219455087,0.650250368
88800.js,0.552151628,-1,-1,0.559405259,-1
88889.js,0.514559069,0.528106206,0.555093362,0.586693237,0.672345513
88940.js,-1,-1,-1,-1,-1
88949.js,-1,-1,-1,-1,-1
89049.js,-1,-1,-1,-1,-1
89104.js,-1,-1,-1,-1,-1
89136.js,-1,-1,-1,-1,-1
89236.js,-1,-1,-1,-1,-1
89372.js,0.280519442,-1,0.290237266,0.10107237,0.621717254
89411.js,-1,-1,-1,-1,-1
89423.js,-1,-1,-1,-1,-1
89559.js,0.209019904,0.21821789,0.219970673,0.063448916,0.804030252
89608.js,0.504233525,-1,0.558244952,0.340614601,0.636481703
89708.js,0.367194191,-1,0.412394776,0.327479816,0.446683606
89812.js,-1,-1,-1,-1,-1
89933.js,0.38508535,-1,0.415356273,0.22813675,0.454578386
90007.js,-1,-1,-1,-1,-1
9008.js,-1,-1,-1,-1,-1
90247.js,-1,-1,-1,-1,-1
90873.js,0.464625487,-1,0.529360394,0.42895854,0.532354411
90997.js,0.448147261,-1,0.520056789,0.288562827,0.51832024
9117.js,0.4679096,-1,1,0.139875721,0.935414347
91212.js,-1,-1,-1,-1,-1
91304.js,-1,-1,-1,-1,-1
91307.js,-1,-1,-1,-1,-1
91308.js,-1,-1,-1,-1,-1
91312.js,0.491720144,-1,0.523814184,0.289287668,0.609996968
91329.js,-1,-1,-1,-1,-1
91373.js,-1,-1,-1,-1,-1
91394.js,0.33379671,-1,0.349068388,0.14363447,0.540728715
91446.js,0.414416404,-1,0.446972669,0.301383075,0.529125363
91599.js,-1,-1,-1,-1,-1
91612.js,-1,-1,-1,-1,-1
91677.js,0.467236589,-1,0.515560648,0.374110401,0.582629507
91734.js,0.546756233,-1,-1,0.359249464,0.631072939
91748.js,0.441133357,-1,0.482820968,0.324893927,0.554277214
91874.js,-1,-1,-1,-1,-1
91909.js,-1,-1,-1,-1,-1
92077.js,0.5302527,-1,0.605598658,0.358062331,0.631226705
9218.js,-1,-1,-1,-1,-1
92546.js,0.48698542,-1,0.50470222,0.40992259,0.645341686
92794.js,0.442580489,-1,0.456820384,0.232070986,0.618521888
93065.js,-1,-1,-1,-1,-1
93155.js,-1,-1,-1,-1,-1
93183.js,-1,-1,-1,-1,-1
93312.js,-1,-1,-1,-1,-1
93316.js,-1,-1,-1,-1,-1
93366.js,-1,-1,-1,-1,-1
93449.js,0.405069813,-1,0.417536406,0.069763669,0.589847939
9348.js,-1,-1,-1,-1,-1
9375.js,-1,-1,-1,-1,-1
93824.js,0.558513764,-1,0.59806879,0.42921825,0.661486126
93844.js,0.553385481,-1,0.561724081,0.544354486,0.639101103
93979.js,0.523383119,-1,0.551593093,0.211554261,0.628793749
94051.js,0.484316797,-1,-1,0.170796817,0.53742012
94210.js,0.270695146,0.281849698,0.28119347,0.120031255,0.890263815
94270.js,0.356352038,0.367656727,0.368738603,0.22559706,0.621789536
94309.js,0.363723324,0.374960661,0.377936586,0.150236886,0.709208143
94320.js,0.47194968,-1,0.416410957,0.444879431,0.754017599
94449.js,0.490507572,-1,-1,0.321360479,0.698065189
94637.js,0.161984774,0.169502347,0.16997781,0.071944308,0.569802882
94660.js,-1,-1,-1,-1,-1
94680.js,-1,-1,-1,-1,-1
94705.js,0.224544357,0.214412323,0.239045722,0.122093539,0.56694671
94749.js,0.321933932,0.332833957,0.330370312,0.156464062,0.69680569
94934.js,0.405538356,-1,0.427442121,0.208576463,0.702764221
94937.js,0.473474678,-1,0.498605782,0.280328845,0.753388116
95059.js,0.189484182,0.196959649,0.201649822,0.109896746,0.490098029
95121.js,0.419501009,0.429513084,0.452222075,0.458002059,0.62500221
95177.js,0.455749843,0.46592733,0.449362238,0.475565457,0.589660156
95188.js,0.355334527,0.36860489,0.374765844,0.167505137,0.723355544
95239.js,0.436765055,0.442833151,0.486843628,0.215761754,0.599931278
95304.js,0.471613747,0.489788471,0.471472393,0.430356363,0.68076166
95349.js,0.544934159,-1,0.54742473,0.00669212,0.609486702
95354.js,0.549355574,-1,0.550769215,0.005236093,0.614789591
95511.js,0.515979146,0.529621418,0.608990818,0.471014394,0.673621449
95745.js,0.373101254,-1,0.374984832,0.132059129,0.436759746
95768.js,0.358678002,0.369309025,0.321041576,0.291516975,0.576603364
96010.js,0.581756409,-1,0.6239185,0.325334182,0.642877768
96163.js,-1,-1,-1,-1,-1
96286.js,0.470602642,0.479888964,0.525791419,0.338326592,0.634875844
96412.js,0.486717571,0.500304496,0.513140926,0.298615379,0.754512021
96460.js,0.309889893,-1,0.331964402,0.155417468,0.509253454
96609.js,0.426042961,0.443802305,0.478464428,0.378998694,0.526736103
9680.js,-1,-1,-1,-1,-1
96866.js,0.290007395,0.303697242,0.302429189,0.071345202,0.610695507
96992.js,0.553714621,0.569103993,-1,0.546181177,0.792321174
97023.js,0.451477589,-1,-1,0.291174533,0.714957461
971.js,0.273229533,0.284604989,0.286763845,0.161738741,0.526234812
97154.js,0.347609428,-1,0.376061929,0.325903947,0.595249367
97160.js,0.392638098,-1,-1,0.190842658,0.696962783
97327.js,-1,-1,-1,-1,-1
97352.js,-1,-1,-1,-1,-1
97548.js,-1,-1,-1,-1,-1
97966.js,0.547443643,-1,-1,0.514843166,0.700525245
97999.js,0.387644601,-1,0.406714094,0.185776683,0.355829997
9814.js,0.352163511,-1,0.369352207,0.222323902,0.678091891
98605.js,0.478961303,-1,0.519664678,0.223482122,0.636146425
98613.js,0.448324919,0.466820251,0.474956821,0.173694736,0.671063527
98791.js,0.449041603,-1,0.454383992,0.31896572,0.599375975
98837.js,-1,-1,-1,-1,-1
