improve,nice,recover_nice,name,,,
-1,-1,-1,85252.js,,,
0,0,0,85373.js,,,
0,0,0,85388.js,,,
-1,-1,-1,85464.js,,,
0,0.025641026,0.027777778,85769.js,,,
0,0.026315789,0.032258065,85776.js,,,
0,0,0,86047.js,,,
0,0,0,86050.js,,,
0,0,0,86060.js,,,
0,0,0,86065.js,,,
-1,-1,-1,86229.js,,,
0,0,0,86235.js,,,
0,0.058823529,0.125,86436.js,,,
0,0.058823529,0.076923077,86504.js,,,
0,0,0,86507.js,,,
0,0.047619048,0,86715.js,,,
0,0.014084507,0.014705882,86735.js,,,
0,0,0,86811.js,,,
0,0,0,86832.js,,,
0,0,0,86969.js,,,
0,0,0,87032.js,,,
0,0,0,87083.js,,,
0,0,0,87103.js,,,
0,0.038461538,0,87319.js,,,
0,0.037037037,0,87347.js,,,
0,0,0,87349.js,,,
0,0.023809524,0,87389.js,,,
0,0.037037037,0,87599.js,,,
-1,-1,-1,87656.js,,,
0,0,0,87741.js,,,
-1,-1,-1,87771.js,,,
-1,-1,-1,878.js,,,
-1,-1,-1,87836.js,,,
0,0,0,87868.js,,,
0,0,0,87950.js,,,
0,0.026315789,0.026755853,88026.js,,,
-1,-1,-1,88048.js,,,
-1,-1,-1,88097.js,,,
-1,-1,-1,88158.js,,,
-1,-1,-1,88228.js,,,
0,0,0,88245.js,,,
0,0,0,88281.js,,,
-1,-1,-1,88292.js,,,
0,0,0,88338.js,,,
-1,-1,-1,8835.js,,,
0,0.050505051,0.051546392,88368.js,,,
0,0,0,88502.js,,,
0,0.01369863,0.014285714,88562.js,,,
0,0,0,88584.js,,,
0,0.022222222,0.027027027,88669.js,,,
0,0,0,88692.js,,,
-1,-1,-1,88800.js,,,
0,0.011764706,0.012195122,88889.js,,,
-1,-1,-1,88940.js,,,
-1,-1,-1,88949.js,,,
-1,-1,-1,89049.js,,,
-1,-1,-1,89104.js,,,
-1,-1,-1,89136.js,,,
-1,-1,-1,89236.js,,,
0,0,0,89372.js,,,
-1,-1,-1,89411.js,,,
-1,-1,-1,89423.js,,,
0,0,0,89559.js,,,
0,0.02173913,0.024390244,89608.js,,,
0,0,0,89708.js,,,
-1,-1,-1,89812.js,,,
0,0,0,89933.js,,,
-1,-1,-1,90007.js,,,
-1,-1,-1,9008.js,,,
-1,-1,-1,90247.js,,,
0,0.044776119,0.047619048,90873.js,,,
0,0,0,90997.js,,,
-1,-1,-1,9117.js,,,
-1,-1,-1,91212.js,,,
-1,-1,-1,91304.js,,,
-1,-1,-1,91307.js,,,
-1,-1,-1,91308.js,,,
0,0,0,91312.js,,,
-1,-1,-1,91329.js,,,
-1,-1,-1,91373.js,,,
0,0,0,91394.js,,,
0,0.027777778,0.03125,91446.js,,,
-1,-1,-1,91599.js,,,
-1,-1,-1,91612.js,,,
0,0,0,91677.js,,,
0,0.011627907,0.012345679,91734.js,,,
0,0.017857143,0.018867925,91748.js,,,
-1,-1,-1,91874.js,,,
-1,-1,-1,91909.js,,,
0,0.01,0.010309278,92077.js,,,
-1,-1,-1,9218.js,,,
0,0.018867925,0.020833333,92546.js,,,
0,0,0,92794.js,,,
-1,-1,-1,93065.js,,,
-1,-1,-1,93155.js,,,
-1,-1,-1,93183.js,,,
-1,-1,-1,93312.js,,,
-1,-1,-1,93316.js,,,
-1,-1,-1,93366.js,,,
0,0,0,93449.js,,,
-1,-1,-1,9348.js,,,
-1,-1,-1,9375.js,,,
0,0.009615385,0.009756098,93824.js,,,
-1,-1,-1,93844.js,,,
0,0.030837004,0.031531532,93979.js,,,
0,0.030232558,0.030588235,94051.js,,,
0,0,0,94210.js,,,
0,0,0,94270.js,,,
0,0,0,94309.js,,,
0,0,0,94320.js,,,
0,0,0,94449.js,,,
0,0,0,94637.js,,,
-1,-1,-1,94660.js,,,
-1,-1,-1,94680.js,,,
0,0,0,94705.js,,,
0,0,0,94749.js,,,
0,0,0,94934.js,,,
0,0,0,94937.js,,,
0,0,0,95059.js,,,
0,0.034482759,0.039215686,95121.js,,,
0,0.016666667,0.017391304,95177.js,,,
0,0,0,95188.js,,,
0,0.026315789,0.02739726,95239.js,,,
0,0.014492754,0.015873016,95304.js,,,
0,0,0,95349.js,,,
0,0,0,95354.js,,,
0,0,0,95511.js,,,
0,0,0,95745.js,,,
0,0.054545455,0.04,95768.js,,,
0,0,0,96010.js,,,
-1,-1,-1,96163.js,,,
0,0,0,96286.js,,,
0,0,0,96412.js,,,
0,0,0,96460.js,,,
0,0,0,96609.js,,,
-1,-1,-1,9680.js,,,
0,0,0,96866.js,,,
0,0.015873016,0.017241379,96992.js,,,
0,0.026315789,0.029411765,97023.js,,,
0,0,0,971.js,,,
0,0,0,97154.js,,,
0,0,0,97160.js,,,
-1,-1,-1,97327.js,,,
-1,-1,-1,97352.js,,,
-1,-1,-1,97548.js,,,
0,0.030769231,0.031746032,97966.js,,,
0,0,0,97999.js,,,
-1,-1,-1,9814.js,,,
0,0,0,98605.js,,,
0,0,0,98613.js,,,
0,0,0,98791.js,,,
-1,-1,-1,98837.js,,,
-1,-1,-1,98858.js,,,
0,0,0,98893.js,,,
0,0.013157895,0.014285714,98898.js,,,
0,0,0,98983.js,,,
0,0.020833333,0.021505376,99018.js,,,
0,0,0,99031.js,,,
0,0.013605442,0.013888889,99032.js,,,
0,0,0,99044.js,,,
0,0.055555556,0.060606061,99156.js,,,
-1,-1,-1,99219.js,,,
-1,-1,-1,99227.js,,,
0,0,0,99288.js,,,
0,0,0,99502.js,,,
0,0,0,9958.js,,,
0,0,0,99582.js,,,
0,0,0,99601.js,,,
-1,-1,-1,99611.js,,,
-1,-1,-1,99912.js,,,
-1,-1,-1,99925.js,,,
-1,-1,-1,99957.js,,,
0,0,0,99986.js,,,
0,0,0,99988.js,,,
